isin,euronext_code,stock_name,degiro_symbol,symbol,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange_name,market,isShortable,feedQuality,feedQualitySecondary,icb_industry
FR0011052257,FR0011052257-ALXP,Global Bioenergies SA,ALGBE,ALGBE,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Alternative Fuels
FR0004053510,FR0004053510-ALXP,GENOWAY,ALGEN,ALGEN,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
FR0000033888,FR0000033888-ALXP,Gevelot,ALGEV,ALGEV,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Machinery: Specialty
FR0000072373,FR0000072373-ALXP,Egide,GID,ALGID,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electrical Components
FR0012819381,FR0012819381-ALXP,Groupe Guillin SA,ALGIL,ALGIL,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Containers and Packaging
FR0000060790,FR0000060790-ALXP,Signaux Girod,GIRO,ALGIR,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Machinery: Industrial
FR0011208693,FR0011208693-ALXP,Gold by Gold SA,ALGLD,ALGLD,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Gold Mining
FR0014005ZM5,FR0014005ZM5-ALXP,GROLLEAU,ALGRO,ALGRO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Industrial Suppliers
FR0013429404,FR0013429404-ALXP,Groupe Tera SA,ALGTR,ALGTR,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electronic Equipment: Pollution Control
FR0014007ND6,FR0014007ND6-ALXP,HAFFNER ENERGY,ALHAF,ALHAF,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Alternative Fuels
CA4433003064,CA4433003064-ALXP,H2O Innovation Inc,ALHEO,ALHEO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Machinery: Industrial
FR0004159473,FR0004159473-ALXP,HEXAOM,MFC,ALHEX,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Home Construction
FR0000038531,FR0000038531-ALXP,HF Company,HF,ALHF,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Telecommunications Equipment
FR0013451044,FR0013451044-ALXP,Hoffmann Green Cement Technologies SAS,ALHGR,ALHGR,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Cement
FR0010396309,FR0010396309-ALXP,HiTechPros,ALHIT,ALHIT,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Services
FR0000065278,FR0000065278-ALXP,Hopscotch Groupe,HOP,ALHOP,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
FR0014000U63,FR0014000U63-ALXP,HOPIUM,MLHPI,ALHPI,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Automobiles
FR0000066540,FR0000066540-ALXP,Herige,HERIG,ALHRG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Cement
FR0014001PM5,FR0014001PM5-ALXP,Hydrogen-Refueling-Solutions SA,ALHRS,ALHRS,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Alternative Fuels
FR0014007LQ2,FR0014007LQ2-ALXP,HUNYVERS,ALHUN,ALHUN,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Specialty Retailers
FR0004153930,FR0004153930-ALXP,Hybrigenics,ALHYG,ALHYG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
FR0012821916,FR0012821916-ALXP,Hipay Group SA,HIPAY,ALHYP,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Transaction Processing Services
FR0005854700,FR0005854700-ALXP,I2S,ALI2S,ALI2S,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electronic Equipment: Gauges and Meters
FR001400A3Q3,FR001400A3Q3-ALXP,ICAPE HOLDING,ALICA,ALICA,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electronic Components
FR0000062184,FR0000062184-ALXP,IDSud,ALIDS,ALIDS,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Investment Services
FR00140048X2,FR00140048X2-ALXP,IKONISYS,ALIKO,ALIKO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Medical Equipment
FR0013470168,FR0013470168-ALXP,Implanet SA,ALIMP,ALIMP,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Medical Equipment
FR0013060100,FR0013060100-ALXP,Immersion SA,ALIMR,ALIMR,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0000064297,FR0000064297-ALXP,Innelec Multimedia,INN,ALINN,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0011179886,FR0011179886-ALXP,Intrasense SA,ALINS,ALINS,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Medical Equipment
FR0010908723,FR0010908723-ALXP,IntegraGen,ALINT,ALINT,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
BE0974299316,BE0974299316-ALXP,Invibes Advertising NV,MLINV,ALINV,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
ES0109429037,ES0109429037-ALXP,Antevenio,ALANT,ALISP,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
FR0000072597,FR0000072597-ALXP,IT Link,ITL,ALITL,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Services
IT0005314635,IT0005314635-MTAA,Alkemy SpA,ALK,ALK,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Media Agencies
FR0010722819,FR0010722819-ALXP,Kalray SA,ALKAL,ALKAL,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Semiconductors
FR00140069V2,FR00140069V2-ALXP,GROUPE BERKEM,ALKEM,ALKEM,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Chemicals: Diversified
IT0005380438,IT0005380438-ALXP,Media-Maker SpA,ALKER,ALKER,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Entertainment
FR0004029411,FR0004029411-ALXP,Keyrus,KEY,ALKEY,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Services
FR0013374667,FR0013374667-ALXP,Kko International SA,ALKKO,ALKKO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Farming/Fishing/Ranching and Plantations
FR0011038348,FR0011038348-ALXP,KLARSEN,ALKLA,ALKLA,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
FR0013156007,FR0013156007-ALXP,Kerlink SA,ALKLK,ALKLK,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Telecommunications Equipment
BE0974334667,BE0974334667-ALXP,Llama Group SA,ALLAM,ALLAM,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electronic Entertainment
FR0004027068,FR0004027068-ALXP,Lanson-BCC,LAN,ALLAN,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Distillers and Vintners
FR0000075442,FR0000075442-ALXP,GROUPE LDLC,LDL,ALLDL,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Consumer Digital Services
FR0013335742,FR0013335742-ALXP,Cogelec SA,COGEC,ALLEC,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electronic Equipment: Gauges and Meters
FR0000033599,FR0000033599-ALXP,Lexibook Linguistic,ALLEX,ALLEX,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Consumer Electronics
GB00BNTJ3546,GB00BNTJ3546-XAMS,Allfunds Group Ltd,ALLFG,ALLFG,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Financial Data Providers
FR0013308582,FR0013308582-ALXP,Largo SA,ALLGO,ALLGO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Hardware
FR0007080254,FR0007080254-ALXP,Hotels Baverez,ALLHB,ALLHB,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Hotels and Motels
FR0010131409,FR0010131409-ALXP,Wallix Group SA,ALLIX,ALLIX,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
ES0105089009,ES0105089009-ALXP,Lleidanetworks Serveis Telematics SA,ALLLN,ALLLN,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Consumer Digital Services
FR0000044943,FR0000044943-ALXP,Logic Instrument,ALLOG,ALLOG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Hardware
FR0000060451,FR0000060451-ALXP,Installux,STAL,ALLUX,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Building Materials: Other
FR0013400835,FR0013400835-ALXP,Mare Nostrum SA,ALMAR,ALMAR,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Business Training and Employment Agencies
FR0004155687,FR0004155687-ALXP,Mastrad,ALMAS,ALMAS,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Household Equipment and Products
FR0010353888,FR0010353888-ALXP,MGI Digital Graphic Technology,ALMDG,ALMDG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electronic Equipment: Gauges and Meters
FR0010844464,FR0010844464-ALXP,Medesis Pharma SA,ALMDP,ALMDP,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
FR0011049824,FR0011049824-ALXP,Median Technologies SA,ALMDT,ALMDT,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0010776617,FR0010776617-ALXP,Sapmer,ALMER,ALMER,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Farming/Fishing/Ranching and Plantations
FR0011217710,FR0011217710-ALXP,Methanor SCA,ALMET,ALMET,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Alternative Electricity
FR0010204453,FR0010204453-ALXP,MG INTERNATIONAL,ALMGI,ALMGI,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Recreational Products
FR0011051598,FR0011051598-ALXP,Amoeba SA,AMEBA,ALMIB,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Specialty Chemicals
FR0000077570,FR0000077570-ALXP,Micropole,MUN,ALMIC,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Services
FR0013270626,FR0013270626-ALXP,M2i SA,MLMII,ALMII,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0010285965,FR0010285965-ALXP,1000mercis Group,ALMIL,ALMIL,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
FR0013053535,FR0013053535-ALXP,Miliboo SA,ALMLB,ALMLB,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Household Furnishings
FR00140050Q2,FR00140050Q2-ALXP,MND,ALMND,ALMND,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Construction
FR0011033083,FR0011033083-ALXP,Moulinvest SA,ALMOU,ALMOU,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Forestry
FR0004034320,FR0004034320-ALXP,Mr Bricolage,MRB,ALMRB,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Home Improvement Retailers
FR0013462231,FR0013462231-ALXP,Munic SA,ALMUN,ALMUN,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Services
FR0013421286,FR0013421286-ALXP,Alpha MOS SA,ALM,ALNEO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electronic Equipment: Control and Filter
FR0011636083,FR0011636083-ALXP,Neolife SA,ALNLF,ALNLF,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Building Materials: Other
FR0000072993,FR0000072993-ALXP,Makheia Group,ALMAK,ALNMG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
FR0014003J32,FR0014003J32-ALXP,NAMR,ALNMR,ALNMR,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Services
FR0013330792,FR0013330792-ALXP,Enensys Technologies SA,ALNN6,ALNN6,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0010397232,FR0010397232-ALXP,Novacyt SA,ALNOV,ALNOV,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Medical Equipment
FR0013399359,FR0013399359-ALXP,Energisme SAS,ALNRG,ALNRG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0000064529,FR0000064529-ALXP,NSC Groupe,NSGP,ALNSC,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Machinery: Specialty
FR0004065639,FR0004065639-ALXP,NSE,ALNSE,ALNSE,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Defense
FR0004154060,FR0004154060-ALXP,Netgem,NTG,ALNTG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Telecommunications Services
FR0004171346,FR0004171346-ALXP,Nextedia,ALNXT,ALNXT,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
FR0010220475,FR0010220475-XPAR,Alstom,ALO,ALO,B,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,,Electrical Components
FR0010330613,FR0010330613-ALXP,Ober,ALOBR,ALOBR,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Forestry
FR0013439627,FR0013439627-ALXP,GROUPE OKWIND,ALOKW,ALOKW,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Alternative Electricity
FR0000061244,FR0000061244-ALXP,Mecelec,MCLC,ALORA,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Diversified Industrials
FR0013318052,FR0013318052-ALXP,Ordissimo SA,ALORD,ALORD,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Hardware
FR0013231180,FR0013231180-ALXP,Osmozis SAS,ALOSM,ALOSM,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Telecommunications Services
FR0013204070,FR0013204070-ALXP,Groupe Parot SA,ALPAR,ALPAR,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Specialty Retailers
FR0010785790,FR0010785790-ALXP,Plant Advanced Technologies,ALPAT,ALPAT,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
FR0013479730,FR0013479730-ALXP,Paulic Meunerie SA,ALPAU,ALPAU,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Fruit and Grain Processing
FR0013178712,FR0013178712-ALXP,Cerinnov Group SA,ALPCV,ALPCV,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Machinery: Industrial
FR0000061608,FR0000061608-ALXP,Piscines Desjoyaux,ALPDX,ALPDX,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Recreational Products
NL0012191662,NL0012191662-ALXP,La Perla Fashion Holding NV,ALPER,ALPER,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Clothing and Accessories
ES0105029005,ES0105029005-ALXP,Facephi Biometria SA,ALPHI,ALPHI,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0000066441,FR0000066441-ALXP,Poujoulat,ALPJT,ALPJT,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Building: Climate Control
FR0010211037,FR0010211037-ALXP,PLANET MEDIA,ALPLA,ALPLA,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Consumer Digital Services
FR0013015583,FR0013015583-ALXP,Poulaillon SA,ALPOU,ALPOU,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Food Products
FR0010169920,FR0010169920-ALXP,Predilife SA,ALPRE,ALPRE,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Health Care Services
FR0010380626,FR0010380626-ALXP,Prologue,PROL,ALPRG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0004044600,FR0004044600-ALXP,Prismaflex International,ALPRI,ALPRI,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
FR0010313486,FR0010313486-ALXP,Prodware,ALPRO,ALPRO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Services
FR0011648971,FR0011648971-ALXP,Quantum Genomics SA,ALQGC,ALQGC,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
ES0105118006,ES0105118006-ALXP,Quadpack Industries SA,MLQP,ALQP,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Containers and Packaging
FR0010889386,FR0010889386-ALXP,Qwamplify SA,ALQWA,ALQWA,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
FR0011858190,FR0011858190-ALXP,Realites SA,ALREA,ALREA,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
FR0010820274,FR0010820274-ALXP,Reworld Media,ALREW,ALREW,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Consumer Digital Services
FR0000037640,FR0000037640-ALXP,Rougier,ALRGR,ALRGR,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Forestry
FR0000075954,FR0000075954-ALXP,Riber,RIB,ALRIB,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Semiconductors
FR0010523167,FR0010523167-ALXP,Roctool,ALROC,ALROC,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Machinery: Industrial
FR0000074775,FR0000074775-ALXP,Stradim Espace Finances,ALSAS,ALSAS,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
FR0012596468,FR0012596468-ALXP,Sensorion SA,ALSEN,ALSEN,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
FR0011464452,FR0011464452-ALXP,Spineguard SA,ALSGD,ALSGD,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Medical Equipment
FR0000065864,FR0000065864-ALXP,Sogeclair,SOG,ALSOG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Engineering and Contracting Services
FR00140043Y1,FR00140043Y1-ALXP,SPARTOO,ALSPT,ALSPT,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Apparel Retailers
FR0010812230,FR0010812230-ALXP,Madvertise SA,ALMNG,ALSRS,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
FR0010528059,FR0010528059-ALXP,StreamWide,ALSTW,ALSTW,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0000033219,FR0000033219-XPAR,Altar��a,ALTA,ALTA,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,CX,Retail REITs
FR0011053636,FR0011053636-ALXP,Blockchain Group SA,ALTBG,ALTBG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Media Agencies
FR0004197747,FR0004197747-ALXP,Theradiag SA,ALTER,ALTER,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
FR0010120402,FR0010120402-ALXP,Theraclion SA,ALTHE,ALTHE,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Medical Equipment
FR00140066X4,FR00140066X4-ALXP,METAVISIO,ALTHO,ALTHO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Hardware
FR0013286259,FR0013286259-ALXP,Theranexus SA,ALTHX,ALTHX,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
NL0015000YE1,NL0015000YE1-ALXP,TME PHARMA,ALTME,ALTME,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
FR0004016699,FR0004016699-ALXP,Tunnel Prado Car��nage,SMTPC,ALTPC,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Transportation Services
PTALT0AE0002,PTALT0AE0002-XLIS,Altri,ALTR,ALTR,D,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,,Paper
FR0010397901,FR0010397901-ALXP,Trilogiq,ALTRI,ALTRI,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Machinery: Industrial
FR0004175099,FR0004175099-ALXP,TronicS Microsystems SA,ALTRO,ALTRO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Semiconductors
FR0010383877,FR0010383877-ALXP,TTI,ALTTI,ALTTI,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0010395681,FR0010395681-XPAR,Turenne Investissement,ALTUR,ALTUR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Asset Managers and Custodians
FR0013345493,FR0013345493-ALXP,Bio-UV Group SA,ALTUV,ALTUV,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electronic Equipment: Control and Filter
FR0004166197,FR0004166197-ALXP,Evolis,ALTVO,ALTVO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Hardware
FR0010654087,FR0010654087-ALXP,TXCOM,ALTXC,ALTXC,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Telecommunications Equipment
FR0000079147,FR0000079147-ALXP,U10 CORP.,ALU10,ALU10,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Household Furnishings
FR0011884378,FR0011884378-ALXP,Lucibel SA,ALUCI,ALUCI,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electronic Equipment: Other
FR0012709160,FR0012709160-ALXP,Uniti SA,MLUNT,ALUNT,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Residential REITs
FR0010337865,FR0010337865-ALXP,VDI Group,ALVDI,ALUPG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Diversified Retailers
FR0011898584,FR0011898584-ALXP,UV Germi SA,ALUVI,ALUVI,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Electronic Equipment: Pollution Control
FR0013254851,FR0013254851-ALXP,Valbiotis SA,ALVAL,ALVAL,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
FR0013419876,FR0013419876-ALXP,KUMULUS VAPE,MLVAP,ALVAP,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Specialty Retailers
FR0004045847,FR0004045847-ALXP,Voyageurs du Monde,ALVDM,ALVDM,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Travel and Tourism
FR0013530102,FR0013530102-ALXP,VEOM Group,ALVG,ALVG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Consumer Electronics
FR0011532225,FR0011532225-ALXP,Vogo SA,ALVGO,ALVGO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0010326090,FR0010326090-ALXP,Vialife,ALVIA,ALVIA,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Specialty Retailers
FR0010095596,FR0010095596-ALXP,Onxeo,ONXEO,ALVIO,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Biotechnology
FR0004029478,FR0004029478-ALXP,Visiativ SA,ALVIV,ALVIV,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Computer Services
FR0013481835,FR0013481835-ALXP,Visiomed Group SA,ALVMG,ALVMG,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Medical Equipment
FR0010766667,FR0010766667-ALXP,Vente-Unique.Com SA,ALVU,ALVU,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Home Improvement Retailers
IT0004359037,IT0004359037-MTAA,algoWatt SpA,ALW,ALW,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Alternative Electricity
FR0013079092,FR0013079092-ALXP,We. Connect SA,ALWEC,ALWEC,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Specialty Retailers
FR0010688440,FR0010688440-ALXP,WEDIA,ALWED,ALWED,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
FR0014000P11,FR0014000P11-ALXP,Winfarm SA,ALWF,ALWF,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Farming/Fishing/Ranching and Plantations
FR0013143872,FR0013143872-ALXP,Witbe SA,ALWIT,ALWIT,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,R,,Software
NL0012194724,NL0012194724-XAMS,Alumexx NV,ALX,ALX,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Chemicals: Diversified
FR0014004L86,FR0014004L86-XPAR,DASSAULT AVIATION,AM,AM,A,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,CX,Aerospace
NL0000888691,NL0000888691-XAMS,Advanced Metallurgical Group,AMG,AMG,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,CX,Machinery: Industrial
IT0004056880,IT0004056880-MTAA,Amplifon,AMP,AMP,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Medical Supplies
FR0012789667,FR0012789667-XPAR,Amplitude Surgical SA,AMPLI,AMPLI,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Medical Equipment
FR0004125920,FR0004125920-XPAR,Amundi SA,AMUN,AMUN,B,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,,Asset Managers and Custodians
NL0010696704,NL0010696704-XAMS,Almunda Professional N.V.,NOVI,AMUND,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Professional Business Support Services
IT0004998065,IT0004998065-MTAA,Anima Holding SpA,ANIM,ANIM,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Asset Managers and Custodians
FR0014005AL0,FR0014005AL0-XPAR,ANTIN INFRA PARTN,ANTIN,ANTIN,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Asset Managers and Custodians
LU0569974404,LU0569974404-XAMS,Aperam SA,APAM,APAM,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,TRUE,R,CX,Iron and Steel
FR0014003U94,FR0014003U94-XPAR,ARAMIS PROMESSES,ARAMI,ARAMI,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Specialty Retailers
NL0006237562,NL0006237562-XAMS,Arcadis,ARCAD,ARCAD,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,TRUE,R,CX,Engineering and Contracting Services
FR0000039216,FR0000039216-XPAR,Altareit,AREIT,AREIT,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
FR0010481960,FR0010481960-XPAR,Argan,ARG,ARG,B,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Office REITs
