证券代码,股票名称,概念名称,概念解析
300571.SZ,平治信息,在线教育,"公司募集资金投向移动教育应用开发,完成后将可以为用户提供多终端,多功能的移动教育工具,包含:解题神器,课程微视频,同步题库,账户化管理个性化推送,多终端同步服务。现阶段公司开展的在线教育业务以和运营商合作为主。"
600050.SH,中国联通,eSIM,"2020年3月24日公告显示公司大力推广eSIM应用,取代实体SIM卡,减少运营商和电信用户在制卡、运输、存储、补换实体SIM卡方面带来的原材料消耗,降低环境污染。"
603626.SH,科森科技,特斯拉,2023年2月8日回复称公司与特斯拉在太阳能业务方面有少量合作。
002276.SZ,万马股份,军工,2019年8月8日回复称公司根据市场需求加大轨道交通电缆﹑超高压电缆﹑防火电缆﹑智能电缆﹑石化﹑军工用电缆的研发力度。
600030.SH,中信证券,深圳特区,公司注册地址位于广东省深圳市福田区中心三路8号卓越时代广场(二期)北座。
300123.SZ,亚光科技,燃料电池,"2021年5月18日公告显示公司与清研华科新能源研究院(南京)有限公司、南京清研工程科技有限公司、深圳国信德塔科技信息股份有限公司共同签署《氢燃料电池船舶应用战略合作协议》,各方拟围绕“氢燃料动力电池船艇应用”等领域开展合作,共同开发氢燃料动力电池在船艇行业的技术应用。"
002301.SZ,齐心集团,深圳特区,公司注册地址位于深圳市福田区福虹路世贸广场A幢17楼05-06号。
300161.SZ,华中数控,3D打印,"2023年2月24日回复称公司与国家增材制造创新中心合作,联合攻关、协同创新,将增材制造(3D打印)技术与五轴联动数控技术巧妙结合,研制出五轴增减材复合制造加工中心。"
000425.SZ,徐工机械,军工,"2020年10月20日回复称目前公司成立军品研究所,加紧实施高机动工程机械、无人操控、核心零部件等重大研发项目。公司具有《装备承制单位注册证书》、《武器装备质量体系认证证书》和《二级保密资格单位证书》等军工资质。"
300068.SZ,南都电源,阿里,"根据公司公告,公司被确认为阿里巴巴数据中心蓄电池设备招标项目的中标单位,合计中标总金额约2.6亿元。"
600276.SH,恒瑞医药,超级真菌,"公司拥有卡泊芬净批文,该药物可以治疗超级真菌。"
000012.SZ,南玻A,太阳能,公司主营包括光伏科技绿色能源产品(高纯硅材料、太阳能超白玻璃、晶体硅太阳能电池、薄膜太阳能电池及其组件)建筑玻璃幕墙及太阳能光伏幕墙工程的设计与安装等业务。
002152.SZ,广电运通,数据中心,"子公司广电汇通,主要涉及智能平台运营和云计算解决方案业务,拥有数据中心、备份中心和金融云等基础设施,并已构建基于混合云结构的业务支撑平台,目前主要面向金融和政务等行业提供SaaS、PaaS、IaaS等云服务。"
601137.SH,博威合金,特斯拉,2020年1月17日公司回复称公司是以上客户的间接供应商。
002649.SZ,博彦科技,云计算,"从博彦科技官方网站上获悉,公司专长领域为银行业、证券与资本市场、保险等;金融解决方案包括金融服务、商业银行核心系统服务解决方案、金融测试解决方案;案例出现核心交易系统、客户关系管理、投资组合管理系统等。"
300469.SZ,信息发展,云计算,"2016年12月份,公司在深圳与腾讯云签订战略框架协议,本着互利互惠,友好协商,相互促进,共同发展的原则,双方同意在政府行业云计算服务共建,生态体系共建,政府行业内容共建等领域建立全面业务合作伙伴关系。此次公司与腾讯云计算(北京)有限责任公司达成战略合作,将充分发挥各自优势,结合公司在追溯,档案,政法,智慧政务等行业的经验积淀与腾讯云计算(北京)有限责任公司在技术架构和互联网运营的丰富资源与经验,共同在政府行业云计算服务共建,生态体系共建,政府行业内容共建,平台资源互惠和共同传播等方面展开深度合作。"
000900.SZ,现代投资,节能环保," 现代环投已成为湖南省第一家在生活垃圾处理处置领域能够提供投资,建设,设备制造,技术服务,项目运营等全产业链服务的企业,是湖南省内环保骨干企业之一。现代环投旗下的现代环科是湖南省人民政府环保产业投融资平台,其环保建设及运营的核心竞争力正在逐步形成。"
603083.SH,剑桥科技,5G,"2020年6月19日回复称公司光模块产品包括100G、200G、400G高速光模块和5G无线通信网络光模块,主要用于数据中心和运营商网络。"
601988.SH,中国银行,央企改革,"公司的实际控制人为中国投资有限责任公司,公司的组织形式为中央国有企业。"
600170.SH,上海建工,PPP模式,2020年半年报显示公司城市建设投资业务主要是以PPP方式投资、建设包括道路交通、旧区改造、交通枢纽等在内的市政基础设施项目。
000768.SZ,中航西飞,国企改革,最终控股股东为国务院国有资产监督管理委员会。
002339.SZ,积成电子,大数据,"2020年3月2日,公司互动平台回应称面对行业竞争态势,公司将加快新一代智能电网和电力物联网技术的研发投入,同时,持续关注和跟踪云计算、大数据、移动互联、人工智能等新技术的研究和应用。"
600118.SH,中国卫星,商业航天,"2020年半年报显示公司宇航制造业务定位于航天器系统集成商和部组件提供商,主要包括小卫星制造、微小卫星制造、部组件制造三大类。"
600690.SH,海尔智家,超级品牌,"据欧睿国际Euromonitor的数据,海尔已连续七年蝉联全球大型家电第一品牌,冰箱、洗衣机、酒柜、冷柜继续蝉联全球第一。面对用户个性化、多样化的需求,海尔坚持推进多品牌运作战略,搭建多层次的品牌体系,在国内市场主要通过海尔、卡萨帝、统帅三个品牌进行品牌布局,其中卡萨帝品牌连续3年成为高端家电首选品牌;在海外不同区域市场推进双品牌运作战略,全面覆盖不同层次的终端市场,目前海尔品牌在海外市场的品牌知名度超过60%。"
601965.SH,中国汽研,特斯拉,2020年8月27日回复称特斯拉目前与中国汽研开展了汽车健康指数方面的业务合作。
300663.SZ,科蓝软件,跨境支付,"2022年2月28日回复称公司的主营业务与核心竞争力就是银行的电子支付(互联网)支付,人民币跨镜支付属于数字人民币支付体系。公司早年已在大国双边跨境支付提供了相关电子支付技术和产品的支持。"
600131.SH,国网信通,智能电网,"本次重组拟将主要配售电及发电业务相关资产负债等置出上市公司,与信产集团持有的中电飞华67.31%股份、继远软件100%股权、中电普华100%股权、中电启明星75%股权的等值部分进行置换。上市公司拟向不超过10名投资者非公开发行股票募集配套资金本次募集配套资金拟用于投资标的公司“云网基础平台光纤骨干网建设项目”、“云网基础平台软硬件系统建设项目”、“互联网+电力营销平台建设项目”。"
601216.SH,君正集团,西部大开发,注册地址是内蒙古乌海市乌达工业园区。
600160.SH,巨化股份,氟化工,公司是国内领先的氟化工、氯碱化工综合配套的氟化工先进制造业基地。
300383.SZ,光环新网,工业互联,"光环新网是国内IDC领军企业,正在布局IaaS-PaaS-SaaS云计算全产业链,有望受益于工业互联网带来的数据流量和托管需求的爆发式增长。"
688400.SH,凌云光,人工智能,"2022年半年报显示公司以打造领先的工业人工智能技术为目标成立“知识理性研究院”,进一步构建软件与算法平台、先进光学与计算成像平台、工业人工智能大数据平台,开展多种AI算法、计算成像、大数据与认知图谱等技术研究,服务更多行业需求。"
000830.SZ,鲁西化工,国企改革,实际控制人国务院国有资产监督管理委员会。
002429.SZ,兆驰股份,国产芯片,"公司对LED芯片的需求量大幅增加,因而于2017年与南昌市政府达成战略合作,在南昌成立兆驰半导体,开始进入LED外延片、芯片领域,完善了LED全产业链布局。"
300474.SZ,景嘉微,国产芯片,"公司自成立以来一直致力于高可靠军工电子产品的研究开发,目前在图形显控领域居于国内领先地位,在空中防撞雷达,主动防护雷达及弹载雷达微波射频前端等小型专用化雷达领域具有技术优势。公司自主研制的基于VxWorks操作系统的ATI Mobility Radeon系列图形处理芯片M9,M72,M96驱动及基于OpenGL在VxWorks嵌入式系统实现的三维数字地图填补了国内空白,处于国内领先地位。"
600019.SH,宝钢股份,航母,"宝钢是中国最大、最现代化的钢铁联合企业,《世界钢铁业指南》评定宝钢在世界钢铁行业的综合竞争力为前三名,认为也是未来最具发展潜力的钢铁企业。公司专注于钢铁业,主要钢铁产品分为碳钢、不锈钢和特殊钢三大类,主要钢铁产品有热轧板卷、宽厚板、普通冷轧薄板、镀锌板、镀锡板、彩涂板、硅钢、无缝钢管、UOE和HFW焊管、热轧酸洗板、高速线材、不锈钢、特殊钢等。公司特钢可用于航母制造上。(高端材料)"
002130.SZ,沃尔核材,新能源,"2020年12月8日回复称公司新能源业务包括风电等新能源项目,是符合国家政策的清洁能源,能为公司带来稳定的现金流。"
600166.SH,福田汽车,新能源车,"2016年,公司新能源和清洁能源产品销量8289台,其中:纯电动大中客车4008台、纯电动高端轻卡物流车198台、天然气(含LNG+CNG)大中客车3615台、天然气(含LNG+CNG)货车468台。新能源产品销量同比增长141.72%,公司的新能源汽车取得了跨越式发展。"
002717.SZ,岭南股份,字节,"2019年报显示公司参股微传播(北京)网络科技股份有限公司,该公司官网2020年6月18日显示2019年微传播短视频业务收入为1.27亿元人民币,2020年1-5月来自快手、字节跳动等旗下短视频平台相关收入相比去年同期增长194.06%,占同期总收入51.99%。"
600011.SH,华能国际,国企改革,"公司最终实际控制人为国务院国有资产监督管理委员会;2016年12月22日,国家发展改革委、国家能源局正式印发电力发展“十三五”规划(2016-2020年)。规划提出,组建相对独立和规范运行的电力交易机构,建立公平有序的电力市场规则,初步形成功能完善的电力市场,有序推进电力体制改革核定输配电价。"
600150.SH,中国船舶,国企改革,最终控股股东为国务院国有资产监督管理委员会。
688097.SH,博众精工,无人机,"2024年半年报显示,报告期内,公司与当地政府合作规划建设空地一体化无人感知系统,在城市管理、应急救援、巡视巡检等方面打造无人机服务“一个平台一张网”,公司提供系统里面的无人机自动机场及调度指挥平台,该无人机自动机场主要作用是为无人机提供换电服务。报告期内,国内一家无人机公司向公司表达合作意愿,产品为无人机自动机场,该无人机自动机场主要作用是为无人机提供充电服务。"
000883.SZ,湖北能源,参股保险,公司同时还投资参股长江证券、长源电力、湖北银行、长江财险等多家上市公司或金融企业。
300054.SZ,鼎龙股份,OLED,"2020年6月5日回复称公司产品柔性显示基材PI浆料是成为柔性OLED显示面板的关键制程材料之一,适用于折叠手机。"
600502.SH,安徽建工,国企改革,公司的实际控制人为安徽省人民政府国有资产监督管理委员会。
600438.SH,通威股份,太阳能,农业光伏双主营
600596.SH,新安股份,新材料,"2012年5月,公司出资1200万元,与杭工投集团、杭化院共同设立杭化新材,依托杭化院,承担“国家造纸化学品工程技术研究中心”建设,重点从事新材料研究、开发、分析检测、工程与应用技术研究、技术推广、技术转让及技术服务等。该公司注册资本4000万元,公司占30%。"
002139.SZ,拓邦股份,新能源车,"公司一直以来选取纳米磷酸铁锂作为正极材料的锂电池材料体系,经过多年的发展和投入,积累了一定的锂电技术实力,其电池能量密度可达到130Wh/kg。公司锂电业务主要产品包括锂电芯、电源管理系统(BMS)、电池组和蓝牙电池等,主要面向电动大巴车、特种专用车、消费电子等领域提供动力电池系统和储能系统。公司锂电池产品通过了北方汽车质量监督检验鉴定试验所的检验认证,已与金龙、五洲龙、东宇、陆地方舟等国内主流电动大巴车厂和专用车厂建立了合作关系,已通过其装车验证,并实现对金龙、陆地方舟等车厂的批量供货,新能源汽车动力电池规模化应用方面已取得实质性突破。"
600062.SH,华润双鹤,国企改革, 公司最终控制人国务院国有资产监督管理委员会持有公司股票比例为35.37%。
601318.SH,中国平安,区块链,步步鸡、壹账链/天津口岸区块链跨境贸易平台等入选网信办区块链信息服务备案
688598.SH,金博股份,新材料,"公司的主营业务产品为先进碳基复合材料及产品,现阶段聚焦于碳/碳复合材料及产品,主要应用于光伏行业的晶硅制造热场系统。"
600500.SH,中化国际,新材料,"2020年4月30日回复称公司聚焦新材料、新能源,已逐步形成了覆盖化工新材料、农用化学品等业务的精细化工主业。其中旗下扬农集团拥有以氯碱为基础,氯碱-中间体-农药及新材料的完整的化工产业链和丰富的产品线,拥有配套齐全的精细化工产业基地,生物法环氧氯丙烷和环氧树脂等一体化产业链循环经济水平和技术经济竞争力行业领先。"
600580.SH,卧龙电驱,一带一路,"公司主营设计、生产、销售各类机电机控制装置、蓄电池、变压器等,受益于一带一路电力装备走出去。"
600704.SH,物产中大,健康中国,"2017年2月19日晚间公告,为建立科学、高效、有序的一体化 投资及管理体系,有效整合公司内部现有大健康资源,公司拟组建物产中大医疗健康集团有限公司,投资金额为人民币5亿元,投资方向为基本医疗、医疗康复、养生养老等大健康项目及相关产业投资。公司表示,本次投资有利于推动公司现有医疗/医养资源、社会资源、政策资源在较高层次的深度整合。"
300088.SZ,长信科技,纾困,安徽省国资驰援长信科技 芜湖铁元13.9亿元执掌控股权。
600115.SH,中国东航,通用航空,2019年报显示公司获准开展通用航空业务。
600655.SH,豫园股份,医疗美容,"2020年6月3日媒体资料显示公司下属全资子公司豫园美丽健康集团拟出资5.58亿元收购亚东北辰投资管理有限公司持有的复星津美(上海)化妆品有限公司(以下简称“复星津美”)74.93%股权。交易完成后,豫园股份持有复星津美的股权将由13.65%上升到88.58%,复星津美及旗下的AHAVA、WEI等诸多国际知名品牌,将被纳入豫园美丽健康集团。"
300457.SZ,赢合科技,深圳特区,公司注册地址位于广东省深圳市光明区凤凰街道凤凰社区观光路招商局光明科技园A1A2栋A2栋1002A。
600415.SH,小商品城,网红直播,"2019年年报显示公司围绕“全球贸易、国际服务”的目标,打造集展示贸易、网红直播、万国贸易园等功能于一体的市场贸易生态链要素高度集聚的智慧商贸社区。"
300053.SZ,航宇微,商业航天,"2020年半年报显示宇航电子业务是公司的传统主业,是公司战略发展的重要技术与资源支点,是驱动公司业务保持稳定发展的重要因素,该业务目前主要为航空航天、工业控制领域提供高可靠的核心元器件及部件(Soc、SIP、EMBC)。"
002465.SZ,海格通信,人工智能,2020年1月6日回复称公司与西飞、兵器207所以及国防科大等均有建立合作。公司业务涉及人工智能、模拟仿真。
601857.SH,中国石油,一带一路,"2016年,预计世界经济仍将复苏疲弱,全球石油供需总体宽松,国际油价仍保持低位震荡运行;中国经济发展保持适度平稳增长,油气消费需求总体上仍保持增长态势,“一带一路”等重大战略、能源价格及石油天然气体制改革等加快推进所释放的增长动力,将有益于相关行业和公司长远发展。"
300352.SZ,北信源,华为,"与华为达成合作,双方将在大数据与人工智能、互联网通信、移动办公、数据安全、云计算等领域深入合作"
002236.SZ,大华股份,超清视频,"2018年公司推出了支持4K分辨率和人工智能的新一代芯片产品,HDCVI芯片和数模混合芯片不断升级迭代。"
600869.SH,远东股份,智能电网,2020年4月14日回复称公司的特种电缆应用在智能电网、清洁能源、智能交通、新能源汽车、绿色建筑、智能制造等领域。
002594.SZ,比亚迪,储能,2021年4月28日回复称公司二次充电电池及光伏分布包括储能电站相关铁电池产品。
002179.SZ,中航光电,军民融合,"公司拥有完整连接器研发、制造和检测试验体系,是国内规模最大军用连接器制造企业,也是国内同行业中规模最大同时具备研制和生产光、电两类连接器产品专业化企业,并且在国内光器件细分市场中居于领先地位,电连接器拥有200多个系列、60000多个品种,光器件拥有80余个系列、10000多个品种。"
002583.SZ,海能达,5G,"公司持续投入新产品研发,在业务布局方面公司持续推进从专网通信向专用通信及解决方案转型,加强研发创新投入,基于智能、宽带、融合平台的新业务开始实现规模销售支撑主营稳定增长。同时,公司积极在5G领域积极投入研发,与行业客户及国内外多家运营商开展5G在专用通信和行业应用领域的合作,共建共享新的市场机会。"
002579.SZ,中京电子,PCB,"2021年半年报显示公司主营业务为印制电路板(PCB)的研发、生产、销售与服务,主要产品为刚性电路板(RPC)、高密度互联板(HDI)、柔性电路板(FPC)、刚柔结合板(R-F)、柔性电路板组件(FPCA)及IC载板。"
002036.SZ,联创电子,国产芯片,"2020年6月1日回复称公司通过江西联创硅谷天堂集成电路产业基金联合韩国美法思株式会社和其他股东设立了江西联智集成电路有限公司。据了解江西联智公司的无线充电芯片目前正在配合国内外一线品牌手机进行TWS耳机项目开发,产品已经通过客户端功能验证。"
600633.SH,浙数文化,区块链,"2018年10月与中钞区块链技术研究院合作,计划开发区块链技术的数字政务产品,实现区块链技术在政务服务方面的落地应用。"
000513.SZ,丽珠集团,流感,"2019年年报显示随着呼吸道产品在儿科、呼吸科的深入推广,公司的呼吸道疾病检测试剂、尤其肺炎支原体/肺炎衣原体快速检测试剂持续高速增长。"
000555.SZ,神州信息,华为,"与华为联合发布的智慧城市物联网解决方案,由华为提供平台级产品,通过深度集成华为产品与解决方案,并结合自主研发的API开放平台、智慧数据工厂等技术产品,打造城市感知管理平台,面向城市的物联业务运营、设施运营、设施运维提供服务支撑。"
300184.SZ,力源信息,华为,"2020年4月30日回复称公司和华为的业务分两块,一块是销售电子元器件给华为的手机、手表等产品的模组及代工厂;另一块是2009年开始代理华为海思的芯片,公司目前已有华为海思全线芯片的代理权(非华为自用)"
300077.SZ,国民技术,锂电池,"通过全资子公司持有斯诺实业70%股权,斯诺实业为锂离子电池负极材料供应商。"
000050.SZ,深天马A,MiniLED,"2020年2月17日回复称公司已推出自主创新开发的LTPS AM Mini LED HDR液晶显示产品并在2019年SID年会展上有展出,公司此技术创造了显示行业local dimming精细度之最。目前是在现有量产线上进行研发。"
000016.SZ,深康佳A,超清视频,2019年3月8日回复称公司现在销售的产品中包含超高清和OLED电视。
002460.SZ,赣锋锂业,新能源车,2019年12月30日回复称公司固态锂电池技术主要应用于新能源汽车板块。
002121.SZ,科陆电子,物联网,2020年9月2日回复称公司电力物联网新终端产品应用有边缘计算功能。
600100.SH,同方股份,在线教育,2020年2月11日回复称公司旗下有知网、同方教育云、同方教育在线等线上教育平台。
002415.SZ,海康威视,生物识别,公司产品中的智能视频分析功能具有人脸识别功能。
600008.SH,首创环保,国企改革,公司的实际控制人为北京市国有资产监督管理委员会。
000661.SZ,长春高新,辅助生殖,"2020年12月12日公告显示子公司取得成都信立泰重组人促卵泡激素-CTP融合蛋白注射液相关权益,“重组人促卵泡激素-CTP融合蛋白注射液”为7类生物类似物,开发适应症为辅助生殖中与GnRH拮抗剂联合应用,促进女性多卵泡发育。"
002292.SZ,奥飞娱乐,虚拟现实,"公司紧抓科技发展趋势,在VR、AI领域进行了前瞻性布局,目前涵盖技术、设备、IP、内容、衍生等VR方面布局,初步构筑VR生态圈雏形。"
600362.SH,江西铜业,黄金,"2018年半年报披露,公司黄金业务收入占比达3.39%。"
300365.SZ,恒华科技,区块链,"2020年9月8日回复称公司获得区块链服务网络合格开发者证书,标志着公司正式成为国家级联盟区块链服务网络(BSN)合格开发者。"
600332.SH,白云山,国企改革,公司的实际控制人为广州市人民政府国有资产监督管理委员会。
600330.SH,天通股份,5G,"2019年3月1日回复称公司高频磁性材料在5G产品上有应用,公司的压电晶体材料是制造SAW滤波器的核心材料,SAW滤波器在5G上有大量应用。"
300408.SZ,三环集团,华为,2019年9月25日回复称公司指纹识别系统用功能陶瓷片产品已进入华为供应链。
002197.SZ,ST证通,纾困,"深圳高新投首批对接的民营上市公司有16家,包括铁汉生态、索菱股份、华鹏飞、翰宇药业、雷曼股份、兴森科技、证通电子、迪威迅、欣旺达、爱施德、英唐智控、腾邦国际、九有股份、齐心集团、万润科技、今天国际,还有一家系拓维信息单一第三大股东深圳市海云天投资控股有限公司,共计17家。"
000049.SZ,德赛电池,锂电池,"2020年8月3日回复称公司主要从事锂电池的电源管理及封装业务,产品应用广泛。"
002151.SZ,北斗星通,5G,"2020年3月14日,在互动平台公司称:5G基站滤波器涉及多个品种型号,部分产品型号已经批量交货,包括LTCC和介质。"
002149.SZ,西部材料,水利建设,"2019年10月10日回复称钛钢复合板作为一种理想的耐腐蚀,强度大等优点的结构材料适合于在石油、化工、电解、海水淡化、水利水电、船舶、各类潜艇、深潜器等工业领域。"
600459.SH,贵研铂业,稀缺资源,"2020年半年报显示公司是由世界知名的三大贵金属研究所之一的昆明贵金属研究所改制而来,昆明贵金属研究所开创了我国铂族金属研究事业,是我国在该领域知识创新、技术创新的主要力量,被誉为“铂族摇篮”。"
002436.SZ,兴森科技,5G,2020年5月20日回复称公司持续围绕5G、光模块、服务器、微波等领域向大客户、产品化、批量化转型并取得一些市场突破。
601360.SH,三六零,数据安全,"2021半年报显示公司主要从事互联网安全技术的研发和网络安全产品的设计、开发、运营,旗下拥有360安全卫士、360手机卫士、360安全浏览器等知名安全产品及应用,依托互联网产品积累的广泛用户基础,开展互联网商业化及增值服务、智能硬件等业务,并将上述业务所积累的核心安全能力应用到政企安全、数字城市等领域。"
688012.SH,中微公司,国产芯片,公司的等离子体刻蚀设备已在国际一线客户从65纳米到14纳米、7纳米和5纳米的集成电路加工制造及先进封装中有具体应用。
600309.SH,万华化学,化工原料,"2020年半年报显示公司主要从事聚氨酯(MDI、TDI、聚醚多元醇),乙烯、丙烯及其下游HDPE、LLDPE、PP、PVC、丙烯酸、环氧丙烷等系列石化产品,SAP、TPU、PC、PMMA、有机胺、ADI、水性涂料等精细化学品及新材料的研发、生产和销售。"
300872.SZ,天阳科技,高送转,2021年分配方案为10转8.00派1.00元(含税)。
600048.SH,保利发展,国企改革,公司最终控制人国务院国有资产监督管理委员会持有公司股票比例为44.03%。
300999.SZ,金龙鱼,电商,"2020年12月1日回复称公司一直与京东、天猫超市等电商平台进行合作,也计划推出更专业的餐饮产品销售的电商平台,服务各大经销商和客户,未来还会持续探索电商业务的发展。"
600487.SH,亨通光电,一带一路,"公司主营通信网络和能源互联业务,提供行业领先的海上风电、海洋通信、光通信、智能电网、智慧城市、储能等产品与解决方案,已在欧洲、南美、南亚、南非、东南亚等国家地区进行产业布局。"
600410.SH,华胜天成,人工智能,"一直以来,华胜天成致力于从系统集成商向IT服务商转型,而云计算正是公司转型主攻的目标之一。就在9月4日,公司发布公告,拟增发不超过8000万股股票,募集不超过8亿元资金,其中募集资金的2.1亿元将投向云计算环境下的信息融合服务平台建设及市场推广项目,建设期为2年。"
300024.SZ,机器人,工业4.0,"公司是一家工业机器人系统与自动化成套装备供应商,公司主要从事工业机器人、物流与仓储自动化成套装备、自动化装配与检测生产线及系统集成、交通自动化系统等产品的设计、制造和销售。"
600406.SH,国电南瑞,换电,2020年年报显示公司主要产品包括电动汽车充换电设施及充换电站运营管理等产品及服务。
601138.SH,工业富联,区块链,"富士康科技集团总裁郭台铭在第二届世界智能大会上透露,富士康正在发展区块链金融,为将来打通所有环节。区块链中的密码学、共识机制等将为供应链金融提供技术支撑。"
301236.SZ,软通动力,数字经济,2022年2月24日招股书显示公司主营业务是为通讯设备、互联网服务、金融、高科技与制造等多个行业客户提供端到端的软件与数字技术服务和数字化运营服务。
300007.SZ,汉威科技,数字孪生,"2020年6月29日回复称公司参股投资的北京泰瑞数创等,主营智慧城市三维地理信息技术、数字孪生等业务。"
600585.SH,海螺水泥,国企改革,公司的实际控制人为安徽省国有资产监督管理委员会。
603160.SH,汇顶科技,传感器,"汇顶科技是全球前四大指纹传感器设计公司,自2014年推出电容式指纹识别方案,市占率从几乎为零增长到全球出货量13.05%,晋升为全球主要指纹识别解决方案商。"
605358.SH,立昂微,5G,"2020年8月25日招股书显示子公司立昂东芯生产的微波射频集成电路芯片系能够满足连续广域覆盖、热点高容量、低时延高可靠和低功耗大连接等场景的主要的射频集成电路芯片之一,广泛应用于5G手机中的射频前端芯片。"
601688.SH,华泰证券,互联金融,"2021年4月7日回复称公司将逐步推动涨乐财富通千人千面升级,构建基于数据的个性化展示、推荐的新一代智能化金融服务平台。"
601398.SH,工商银行,跨境支付,"CIPS是我国重要的金融市场基础设施,在助力人民币国际化等方面发挥着重要作用。公司是首批直接参与者之一。"
601186.SH,中国铁建,装配建筑,"2021年3月9日回复称公司在装配式建筑具有完整的全套资质,目前正在实施的装配式建筑项目遍及全国30余个省、自治区、直辖市。"
300682.SZ,朗新集团,国产软件,2020年4月10日回复称公司主要的业务收入来源于运营服务、软件服务、智能终端研发及销售。
600446.SH,金证股份,券商,"2024年4月15日微信公众号显示,近日,金证与长城证券在做市业务中达成新合作,将共同参与北交所做市系统建设。"
601127.SH,赛力斯,阿里,"2020年4月15日回复称公司于2016年启动车联网相关的研究,公司将通过与百度、阿里等行业头部企业的合作,致力于将车联网技术与汽车产品融合,为消费者提供最新、最前沿的使用体验。"
300413.SZ,芒果超媒,盲盒经济,"2020年10月9日回复称公司以芒果崽形象深度结合平台热门IP及热门角色进行了系列盲盒开发。其中,芒果崽“明星大侦探”角色盲盒获得了众多粉丝的喜爱,今年全新推出的芒果崽“星座”系列盲盒也已正式发布。"
601222.SH,林洋能源,区块链,"2020年6月30日回复称南京林洋电力系公司全资子公司,其成功中标国网冀北电力公司基于区块链的用电信息采集数据可信性保证科研项目。"
600862.SH,中航高科,通用航空,"2014年9月17日晚间发布重组预案,公司拟通过股权划转、资产出售、定增收购资产及募集配套资金的一系列交易,公司控股股东将变更为中航高科,实际控制人将变更为中航工业,同时公司主业将增加航空材料类业务。公司表示,上述交易完成后,从事热加工业务的通能精机将剥离出公司,原有的机床业务将改造升级为数控机床及航空专用装备业务,主要为我国航空事业提供专用装备开发和制造服务;同时,本次注入的航空新材料业务行业地位突出、技术优势明显,具有较强的盈利能力。未来,公司将成为航空新材料业务、数控机床及航空专用装备业务双主业共同发展的上市公司。"
600196.SH,复星医药,CAR-T细胞疗法,"2020年10月30日回复称公司与Kite Pharma成立合资公司复星凯特,引入Kite制药的核心产品KTE-C19,在中国境内开拓CAR-T细胞免疫市场;主要产品获得FDA认证。"
000948.SZ,南天信息,华为,"与华为集团签署战略合作协议,整合优质资源,打造智慧城市业务生态圈。"
000521.SZ,长虹美菱,一带一路,"2022年12年12月8日回复称公司是中国重要的电器制造商之一,拥有合肥、绵阳、景德镇和中山四大国内制造基地,印尼和巴基斯坦海外制造基地。目前,海外工厂营业收入占公司总营业收入比重较低。"
002195.SZ,岩山科技,人工智能,"2018年,公司成立二三四五新科技研究院,探索前沿互联网科技领域的深度研究与应用,如人工智能(AI)、机器学习等代表未来科技发展趋势的新技术。该研究院负责人表示:“公司在研发方面,投入大量人力、物力、财力,集团近1000名员工中,研发人员就占60%。"
600745.SH,闻泰科技,数据中心,"2023年2月17日回复称公司的服务器产品主要用于数据中心、边缘计算等,同时公司服务器产品具有高质量、高可靠性、低损耗等特点,能够更好地为高算力需求的数据中心提供支持。"
000876.SZ,新希望,西部大开发,注册地址是四川省绵阳市国家高新技术产业开发区。
600894.SH,广日股份,LED,2020年半年报显示公司有LED照明产品。
000851.SZ,ST高鸿,无人驾驶,"2022年年报显示,2022年,参与了国内首个实现跨省互联互通、里程最长、实际在用的车路协同智慧高速示范项目“1号高速”、合肥智能网联公共交通项目、柳州车联网先导区、襄阳车联网先导区等多个项目的建设。围绕核心产品,公司已经形成了面向智慧高速、智慧园区等C-V2X的整体解决方案,在标准的17个应用场景之上,拓展到一百多个应用场景,覆盖了C-V2X面向汽车、交通等行业的相关需求。"
600572.SH,康恩贝,独家药品,"2020年年报显示公司的重点产品“康恩贝”肠炎宁系列、“金奥康”奥美拉唑系列等消化系统产品,“金笛”复方鱼腥草合剂、“金艾康”汉防己甲素片、“金康速力”乙酰半胱氨酸泡腾片等呼吸系统产品,“前列康”普乐安片/胶囊、“必坦”盐酸坦索罗辛缓释胶囊等泌尿系统产品,“至心砃”麝香通心滴丸、“天保宁”银杏叶制剂等心脑血管类产品,“珍视明”滴眼液及眼罩、眼贴、洗眼液等眼健康产品,在各自领域的市场占有率均位居行业前列。"
600010.SH,包钢股份,西部大开发,注册地址是内蒙古包头市昆都仑区河西工业区。
000009.SZ,中国宝安,国产芯片,"2020年2月12日公司在互动平台称:公司有投资参股厦门意行半导体科技有限公司,截止目前公司持有其24.26%的股份。厦门意行半导体科技有限公司目前主要产品为毫米波雷达芯片及应用解决方案。"
002643.SZ,万润股份,锂电池,"公司所布局的新能源电池用电解液添加剂材料已实现批量生产与产品供应,为满足下游市场需求,公司将进一步提升相关产品的产能。公司2022年启动的中节能万润(蓬莱)新材料一期建设项目计划新增新能源电池用电解液添加剂产能250吨/年。"
603986.SH,兆易创新,无线耳机,"公司生产的128M NOR Flash用于存储无线蓝牙耳机的固件及相关代码。在TWS耳机市场持续高景气度带动下,公司NOR业务受益明显,19年Q3业绩超市场预期。"
600036.SH,招商银行,跨境支付,"CIPS是我国重要的金融市场基础设施,在助力人民币国际化等方面发挥着重要作用。公司是首批直接参与者之一。"
300887.SZ,谱尼测试,食品安全,2020年9月21日回复称公司目前已经能够为客户提供便携食品安全检测服务。
