股票代码,股票简称,最新价,最新涨跌幅,所属概念,公司亮点,所属同花顺行业,所属指数类,所属概念数量,a股市值(不含限售股)[20230920],最新dde大单净额,总股本[20230920],市盈率(pe)[20230920],market_code,code
300157.SZ,新锦动力,3.32,-0.300,雄安新区;油气开采;参股民营银行;油气装备;融资融券;转融券标的;地热能;高端装备;大数据;可燃冰;页岩气;边缘计算;创投;地震;天然气;云计算;数据中心;供应链金融;军工;虚拟现实;人工智能;无人机;能源互联网;氢能源;参股新三板;东数西算（算力）;俄乌冲突概念;一带一路;机器人概念,油气勘探开发的大型现代高科技硬件和软件服务商,机械设备-通用设备-其他通用设备,中证A股;中证全指;中证流通;创业板综;同花顺全A;新指数;深证A指;深证综指;采矿指数,29,2316480500.000,-1116967.100,712113257.00,-16.860,33,300157
300267.SZ,尔康制药,3.32,-0.300,维生素;超级真菌;融资融券;转融券标的;NMN概念;深股通;幽门螺杆菌概念;中医药;消毒剂;医药电商;锂电原料;仿制药一致性评价,是国内品种最全、规模最大的专业药用辅料生产企业之一,医药生物-化学制药-原料药,中小创新;中证1000;中证1000USD;中证A股;中证全指;中证流通;创业300;创业基础;创业板综;制造指数;医药指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,12,4722357500.000,-26902773.000,2062604870.00,65.907,33,300267
300639.SZ,凯普生物,9.90,-0.302,分子诊断;基因测序;体外诊断;辅助生殖;深股通;富时罗素概念;新冠检测;幽门螺杆菌概念;肝炎概念;融资融券;转融券标的;猴痘概念;送转填权,国内领先的核酸分子诊断产品提供商,医药生物-医疗器械-体外诊断,中小创新;中证1000;中证1000USD;中证A股;中证全指;中证流通;创业300;创业创新;创业基础;创业板综;制造指数;医药指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,13,6314131600.000,-5363160.500,649149874.00,26.158,33,300639
837242.BJ,建邦科技,9.89,-0.302,融资融券,汽车零部件产品供应服务平台,交运设备-汽车零部件-汽车零部件Ⅲ,中证A股;中证流通,1,335896300.000,,62136000.00,10.417,151,837242
871970.BJ,大禹生物,3.30,-0.302,送转填权;融资融券,,基础化工-化学制品-食品及饲料添加剂,中证A股;中证流通,2,173924520.000,,111360400.00,-30.193,151,871970
601028.SH,玉龙股份,9.92,-0.302,中巴经济走廊;天然气管道;油气管网;西气东输;地下管网;一带一路;正极材料;锂电池;黄金概念;钒电池;融资融券;转融券标的;地方国企改革;国企改革;储能;沪股通;山东国企改革;半年报预增,焊接钢管的专业生产公司，中国驰名商标,商贸零售-贸易-贸易Ⅲ,A股指数;上证指数;上证流通;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,18,7767615500.000,13747156.500,783025760.00,15.122,17,601028
600566.SH,济川药业,26.32,-0.303,生物医药;融资融券;儿童医药医疗;沪股通;转融券标的;中医药;富时罗素概念;富时罗素概念股;村镇银行;医保目录;标普道琼斯A股,清热解毒类、消化类、儿科类药品具有竞争优势,医药生物-中药-中药Ⅲ,A股指数;上证100;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,11,24102492000.000,-4284030.000,921996660.00,9.056,17,600566
688267.SH,中触媒,19.68,-0.304,新材料概念;融资融券;转融券标的;环氧丙烷;沪股通,我国工业催化剂生产领域的主要厂商之一,基础化工-非金属材料-非金属材料Ⅲ,A股指数;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,5,1572490900.000,-389637.020,176200000.00,44.211,17,688267
603903.SH,中持股份,9.81,-0.305,PPP概念;污水处理;雄安新区;氢能源,创新型水环境服务商，先进技术应用、技术集成模式创新等行业前列,环保-环保-水务及水治理,A股指数;上证指数;上证流通;中型综指;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,4,1984599800.000,-764333.000,255319480.00,23.618,17,603903
603233.SH,大参林,26.15,-0.305,保健品;沪股通;医药电商;融资融券;转融券标的;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股,专注于中西成药、参茸滋补药材等商品的直营连锁零售商,医药生物-医药商业-医药商业Ⅲ,A股指数;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;商业指数;新综指,9,29740906000.000,-3212083.200,1138902078.00,16.231,17,603233
300121.SZ,阳谷华泰,9.80,-0.305,APEC会议;新材料概念;橡胶;芯片概念;参股新三板;硅能源;人民币贬值受益;硫磺,中国橡胶助剂产品序列最齐全的供应商之一,基础化工-化工合成材料-其他橡胶制品,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业基础;创业板综;制造指数;化学指数;同花顺全A;新指数;深证A指;深证综指,8,3824289400.000,-1445953.000,404770870.00,9.473,33,300121
300465.SZ,高伟达,9.82,-0.305,供应链金融;互联网金融;金融科技;广告营销;文化传媒;大数据;物联网应用层;征信;国产软件;物联网;区块链;华为概念;云计算;蚂蚁金服概念;数字中国;富时罗素概念;数字货币;数据中心;跨境支付（CIPS）;抖音概念;信创;ChatGPT概念;数据要素,中国领先的金融信息化软件产品和综合服务提供商之一,计算机-计算机应用-软件开发,IT指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业基础;创业板综;同花顺全A;新指数;深证A指;深证综指,23,4387205400.000,-2296816.000,446762257.00,149.063,33,300465
001965.SZ,招商公路,9.81,-0.305,公路建设;深股通;富时罗素概念;参股券商;富时罗素概念股;标普道琼斯A股;参股万达商业;光伏概念;地方国企改革;央企国企改革;国企改革;同花顺中特估100;转融券标的;融资融券,产业链最完整的综合性公路投资运营服务商,交通运输-公路铁路运输-高速公路,中证A股;中证全指;中证流通;同花顺全A;新指数;深证1000;深证200;深证300;深证A指;深证成指;深证综指;运输指数,14,60676656000.000,644136.000,6185184109.00,10.794,33,001965
000736.SZ,中交地产,13.02,-0.306,重庆自贸区;两江新区;成渝特区;参股券商;融资融券;转融券标的;中字头股票;地方国企改革;央企国企改革;国企改革;深股通;雄安新区,中交集团旗下唯一A股地产上市公司,房地产-房地产开发-住宅开发,中小创新;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;地产指数;新指数;深证1000;深证700;深证A指;深证综指,12,9054546600.000,-963650.000,695433689.00,-7.963,33,000736
839273.BJ,一致魔芋,9.78,-0.306,新股与次新股;融资融券,A股首家魔芋相关上市公司，主营魔芋粉、魔芋食品和魔芋美妆用品,食品饮料-食品加工制造-其他食品,,2,258338700.000,,73754000.00,9.798,151,839273
688196.SH,卓越新能,48.80,-0.306,融资融券;节能环保;转融券标的;沪股通,专注于以废油脂生产生物柴油及其深加工产品等的技术研究和开发,基础化工-化学制品-其他化学制品,A股指数;上证380;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,4,5856000000.000,-174923.150,120000000.00,19.301,17,688196
601567.SH,三星医疗,16.30,-0.306,融资租赁;村镇银行;智能电网;沪股通;物联网应用层;物联网;融资融券;民营医院;转融券标的;充电桩;富时罗素概念;富时罗素概念股;标普道琼斯A股;高压氧舱;电力物联网;富媒体;半年报预增,属集感应式电能表、电子式电能表、系统三位一体的专业制造公司,电力设备-电力设备-输变电设备,A股指数;上证100;上证380;上证指数;上证流通;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,17,22737086000.000,2589663.000,1412070071.00,13.232,17,601567
002971.SZ,和远气体,22.81,-0.306,天然气;氢能源;节能减排;燃料电池;集成电路概念;有机硅概念;LNG加气站;气凝胶,致力于各类气体的生产、服务、回收的综合解决方案提供商,基础化工-化学制品-其他化学制品,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;化学指数;同花顺全A;新指数;深证A指;深证综指,8,2841715600.000,-2798250.000,160000000.00,45.850,33,002971
300109.SZ,新开源,19.41,-0.308,抗癌;生物医药;细胞免疫治疗;抗肿瘤;基因测序;体外诊断;感知氧气;消毒剂;干细胞;新冠检测;深股通;新能源;创新药;融资融券;转融券标的;半年报预增,在精准医疗领域具有一定的优势地位,基础化工-化学制品-其他化学制品,中小创新;中证1000;中证1000USD;中证A股;中证全指;中证流通;创业基础;创业板综;制造指数;化学指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,16,5534800000.000,275013.000,322601837.00,11.940,33,300109
300925.SZ,法本信息,12.93,-0.308,融资融券;转融券标的;国产软件;SAAS;车联网;智能汽车;抖音概念;区块链;京东概念;云计算;华为概念;信创;特斯拉;数字经济;大数据;人工智能;深股通;无人驾驶;小鹏汽车概念;比亚迪概念;互联网金融;数据要素,中国领先的软件技术服务提供商,计算机-计算机应用-软件开发,IT指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业基础;创业板综;同花顺全A;新指数;深证A指;深证综指,22,2589201600.000,3742106.000,374798755.00,39.615,33,300925
601298.SH,青岛港,6.48,-0.308,沪股通;一带一路;华为概念;融资融券;中韩自贸区;转融券标的;富时罗素概念;富时罗素概念股;区块链;标普道琼斯A股;集装箱;股权转让;中俄贸易概念;地方国企改革;国企改革;同花顺中特估100;山东国企改革,青岛港口是世界第五大港，我国北方最大的外贸口岸,交通运输-港口航运-港口,A股指数;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;新综指;综合指数,17,34940646000.000,-254683.000,6491100000.00,8.204,17,601298
600094.SH,大名城,3.23,-0.309,参股保险;B转H;融资融券;金控平台;转融券标的;新能源;富时罗素概念;参股券商;富时罗素概念股;标普道琼斯A股;沪股通;半年报预增,以上海、福州、厦门等区域为主的地产开发商,房地产-房地产开发-住宅开发,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,12,7353434000.000,-2159037.000,2475325057.00,14.079,17,600094
836433.BJ,大唐药业,3.22,-0.310,中医药;融资融券,中蒙药制造先进企业,医药生物-中药-中药Ⅲ,中证A股;中证流通;北证50,2,544607250.000,,258790681.00,19.106,151,836433
000534.SZ,万泽股份,12.88,-0.310,生物医药;医保目录;大飞机;航空发动机;军工;融资融券;转融券标的;深股通,建立了超高纯度高温合金熔炼核心技术体系,医药生物-生物制品-其他生物制品,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;医药指数;同花顺全A;新指数;深证A指;深证综指,8,6367913200.000,1223302.000,509037396.00,37.629,33,000534
002404.SZ,嘉欣丝绸,6.44,-0.310,丝绸;小额贷款;工业4.0;嘉兴土改;电子商务;民营金融;长三角一体化;人民币贬值受益;创投;集成电路概念;共同富裕示范区;光伏概念;新零售;一带一路;融资租赁;区块链应用;老字号;绿色电力;供应链金融;跨境电商;三胎概念,丝绸产品的生产和销售超过三十年，行业内知名企业,纺织服装-纺织制造-其他纺织,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;服装指数;深证A指;深证综指,21,3025980300.000,563878.000,577673641.00,14.927,33,002404
003816.SZ,中国广核,3.22,-0.310,核电;一带一路;深股通;富时罗素概念;富时罗素概念股;绿色电力;融资融券;转融券标的;地方国企改革;央企国企改革;中字头股票;国企改革;同花顺中特估100;核污染防治,国内核能发电的龙头企业，核能动力新技术开发和应用拓展的领跑者,公用事业-电力-新能源发电,300 ESG;中创100;中创500;中小100;中小300;中小基础;中小综指;中证200;中证700;中证800;中证800USD;中证A股;中证全指;中证流通;创新引擎;创新龙头;创新龙头(港币);同花顺全A;新指数;水电指数;沪深300;沪深300AUD(CNH);沪深300HKD;沪深300HKD(CNH);沪深300USD;沪深300USD(CNH);沪港深300;沪港深300HKD;深证100;深证1000;深证300;深证A指;深证成指;深证综指,14,126658655000.000,-23736340.400,50498611100.00,11.683,33,003816
430685.BJ,新芝生物,9.62,-0.311,新股与次新股;高送转预期;融资融券,工信部专精特新“小巨人”企业,机械设备-仪器仪表-仪器仪表Ⅲ,,3,428902320.000,,91515941.00,15.511,151,430685
873001.BJ,纬达光电,6.41,-0.311,地方国企改革;新股与次新股;国企改革;广东国企改革;融资融券,广东省政府旗下，境内首家具备高耐久染料系偏光片量产能力的厂家，中灰高耐久偏光片市占率全球前三,电子-光学光电子-面板,,5,246298810.000,,153656204.00,23.088,151,873001
603879.SH,永悦科技,6.41,-0.311,贸易战受益股;股权转让;无人机;农机,福建地区较大的不饱和聚酯树脂生产企业之一，拥有区位优势,基础化工-化工合成材料-合成树脂,A股指数;上证指数;上证流通;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,4,2303397900.000,-8028971.400,360721940.00,-65.970,17,603879
000901.SZ,航天科技,9.60,-0.312,无人机;振兴东北;融资融券;深股通;航天系;航空航天;转融券标的;军民融合;汽车电子;车联网;工业互联网;黑龙江自贸区;物联网;卫星导航;智能电网;富时罗素概念;富时罗素概念股;标普道琼斯A股;无人驾驶;太空经济;传感器;中俄贸易概念;地方国企改革;央企国企改革;国企改革;一带一路;俄乌冲突概念;军工,航天科工集团旗下的航天飞行器和汽车电子产品制造公司,交运设备-汽车零部件-汽车零部件Ⅲ,中小创新;中证1000;中证1000USD;中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;汽车指数;深证1000;深证700;深证A指;深证综指,28,7662656500.000,-2279502.090,798201406.00,145.903,33,000901
300242.SZ,佳云科技,3.20,-0.312,网络视频;文化传媒;数字营销;广告营销;小米概念;参股保险;抖音概念;化妆护肤品;百度概念;网络游戏;互联网保险,国内基于手机厂商广告商业化代理资质最全的供应商,传媒-传媒-广告营销,IT指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;同花顺全A;新指数;深证A指;深证综指,11,2014645200.000,-66822.000,634555224.00,-23.421,33,300242
603937.SH,丽岛新材,12.76,-0.313,有色铝;铝材加工;锂电池;食品包装;新材料概念,建筑、工业及食品包装铝材领域客户均为知名企业,有色金属-工业金属-铝,A股指数;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,5,2665308800.000,0.000,208880000.00,37.036,17,603937
300436.SZ,广生堂,25.37,-0.314,抗肝癌;生物医药;乙肝治疗;仿制药一致性评价;抗癌;辅助生殖;新冠检测;新冠治疗;肝炎概念;基因测序;创新药;熊去氧胆酸;新冠特效药;深股通,国内专注于肝脏健康领域的医药企业,医药生物-化学制药-化学制剂,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业基础;创业板综;制造指数;医药指数;同花顺全A;新指数;深证A指;深证综指,14,3438759600.000,-2193969.000,159267000.00,-12.851,33,300436
834475.BJ,三友科技,6.34,-0.315,融资融券,国内不锈钢阴极板龙头企业,机械设备-专用设备-其他专用设备,中证A股;中证流通,1,298942400.000,,102960000.00,13.557,151,834475
000545.SZ,金浦钛业,3.15,-0.317,钛白粉概念;锂电池;磷化工;磷酸铁锂;融资融券;转融券标的,国内大型硫酸法钛白粉生产企业和行业骨干企业,基础化工-化学原料-钛白粉,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;化学指数;同花顺全A;新指数;深证A指;深证综指,6,3104019800.000,-4892199.000,986833096.00,-19.822,33,000545
301188.SZ,力诺特玻,12.58,-0.317,医疗器械概念;融资融券;转融券标的;玻璃,专业的药用玻璃包材解决方案提供者,轻工制造-家用轻工-其他家用轻工,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,4,1896578500.000,-531880.000,232410000.00,36.401,33,301188
002877.SZ,智能自控,9.42,-0.318,人工智能;工业互联网;智能制造;专精特新;半年报预增,国家专精特新“小巨人”，定位中高端市场的控制阀制造商，拥有E4-I类控制阀检维修专项资质,机械设备-通用设备-金属制品,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;仪表指数;制造指数;同花顺全A;新指数;深证A指;深证综指,5,1963802800.000,-2266569.000,353487407.00,38.800,33,002877
002988.SZ,豪美新材,18.82,-0.318,新能源汽车;铝材加工;精装修;新材料概念;恒大概念;建筑节能;比亚迪概念;蔚来汽车概念;半年报预增,国家认定企业技术中心,有色金属-工业金属-铝,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;有色指数;深证A指;深证综指,9,4377306500.000,-916237.000,232771016.00,32.620,33,002988
301326.SZ,捷邦科技,34.51,-0.318,苹果概念;富士康概念;锂电池;新材料概念;融资融券;人民币贬值受益;新股与次新股;转融券标的;比亚迪概念;宁德时代概念;注册制次新股;3D打印,消费电子精密功能件及结构件生产商，长期稳定供货苹果，碳纳米管产品主要应用于锂电池领域,电子-消费电子-消费电子零部件及组装,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证全指;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,12,581728380.000,0.000,72192828.00,-122.651,33,301326
688002.SH,睿创微纳,46.91,-0.319,集成电路概念;融资融券;转融券标的;芯片概念;无人机;军工;MSCI概念;沪股通;富时罗素概念;消费电子概念;传感器;机器人概念,专业从事非制冷红外热成像与MEMS传感技术开发的集成电路芯片企业,国防军工-国防军工-军工电子,A股指数;上证100;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指;科创100;科创100EUR;科创100GBP;科创100HKD;科创100USD;科创100USD(CNH);科技100,12,20982843000.000,1154264.700,447300000.00,40.729,17,688002
300363.SZ,博腾股份,24.97,-0.319,生物医药;流感;CRO概念;细胞免疫治疗;辉瑞概念;抗艾滋病;转融券标的;深股通;融资融券;人民币贬值受益;创新药;减肥药,主营业务是创新药医药中间体定制研发生产服务,医药生物-医疗服务-医疗研发外包,中创400;中创500;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;创业300;创业创新;创业基础;创业板50;创业板指;创业板指(港币)(CNH);创业板指(美元)(CNH);创业板综;创质量;制造指数;医药指数;同花顺全A;新兴成指;新指数;深证1000;深证200;深证300;深证A指;深证创新;深证成指;深证综指,12,12497972300.000,-1870135.100,546120020.00,16.615,33,300363
300383.SZ,光环新网,9.38,-0.319,工业互联网;深股通;云计算;大数据;区块链应用;融资融券;区块链;转融券标的;数据中心;富时罗素概念股;网络切片;数字经济;抖音概念;MSCI概念;华为概念;东数西算（算力）;百度概念;广告营销;文化传媒;MLOps概念;液冷服务器,云计算、数据中心、宽带接入等互联网综合服务商,通信-通信服务-通信服务Ⅲ,IT指数;中创400;中创500;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;创业300;创业基础;创业板指;创业板指(港币)(CNH);创业板指(美元)(CNH);创业板综;同花顺全A;新指数;深证1000;深证200;深证300;深证A指;深证成指;深证综指,21,16825307000.000,-5198965.600,1797592847.00,33.334,33,300383
600070.SH,ST富润,3.11,-0.321,节能环保;金改;小额贷款;大数据;华为概念;独角兽概念;区块链;口罩;腾讯概念;快手概念;抖音概念;参股银行;共同富裕示范区;ST板块,浙江省纺织印染、钢管加工优秀企业,综合-综合-综合Ⅲ,同花顺全A,14,1575901500.000,253539.000,507420732.00,-7.593,22,600070
002137.SZ,实益达,6.21,-0.321,节能照明;数字营销;无线耳机;网红经济;5G;SAAS;华为概念;小米概念;广告营销;文化传媒;金融科技;智能穿戴;新能源汽车;消费电子概念;参股新三板;区块链;区块链应用;抖音概念;人民币贬值受益;芯片概念;粤港澳大湾区;数字经济;集成电路概念;智能制造;先进封装（Chiplet）,主营智能硬件和智慧营销，参股六度人和,电子-光学光电子-LED,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证A指;深证综指;电子指数,25,2461764400.000,-21842.200,577504854.00,77.133,33,002137
301258.SZ,富士莱,40.19,-0.322,融资融券;保健品;外贸受益概念;医美概念;人民币贬值受益;转融券标的,肌肽系列产品、磷脂酰胆碱系列产品出口占比，国内排名第一,医药生物-化学制药-原料药,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,6,1327274750.000,-4575018.000,91670000.00,19.120,33,301258
002736.SZ,国信证券,9.28,-0.322,深股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;MSCI概念;参股基金;融资融券;地方国企改革;国企改革;深圳国企改革;广东国企改革;证金持股,在经纪和投资银行业务方面具有较突出的行业领先优势,非银金融-证券-证券Ⅲ,300 ESG;300精明;300精明HKD;300精明USD;中创100;中创500;中小100;中小300;中小基础;中小综指;中证200;中证700;中证800;中证800USD;中证A股;中证全指;中证流通;创新龙头;创新龙头(港币);同花顺全A;新指数;沪深300;沪深300AUD(CNH);沪深300HKD;沪深300HKD(CNH);沪深300USD;沪深300USD(CNH);沪港深300;沪港深300HKD;深证100;深证1000;深证300;深证A指;深证成指;深证综指;金融指数,13,84808452000.000,2421329.900,9612429377.00,12.425,33,002736
601399.SH,国机重装,3.09,-0.323,高端装备;核电;风电;一带一路;大飞机;氢能源;人造太阳;超超临界发电;抽水蓄能;智能制造;固废处理;工业母机;水利;融资融券;转融券标的;地方国企改革;央企国企改革;国企改革;储能;沪股通,公司是国内最大的重型机械制造、重大技术装备国产化基地之一,机械设备-专用设备-能源及重型设备,A股指数;上证指数;上证流通;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,20,22289888000.000,-4396893.700,7213555890.00,58.725,17,601399
301130.SZ,西点药业,30.90,-0.323,生物医药;三胎概念;融资融券;乙肝治疗;肝炎概念;中医药;转融券标的;维生素;猴痘概念,集科研、生产、销售于一体的制药企业,医药生物-化学制药-化学制剂,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,9,1793069300.000,-4322590.000,80803943.00,41.170,33,301130
836942.BJ,恒立钻具,9.22,-0.324,新股与次新股;融资融券,国家级专精特新“小巨人”，湖北省非开挖破岩工具领域市占率第一,机械设备-专用设备-工程机械,,2,269707860.000,,61327100.00,14.432,151,836942
000605.SZ,渤海股份,6.14,-0.325,京津冀一体化;污水处理;PPP概念;雄安新区;固废处理;地方国企改革;国企改革;天津国企改革,天津国资委旗下，滨海新区引滦原水的唯一供应商和部分区域的自来水供应商,环保-环保-水务及水治理,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;新指数;水电指数;深证A指;深证综指,8,2073132200.000,-1882245.400,352658600.00,90.117,33,000605
002636.SZ,金安国纪,9.16,-0.326,元器件;电子信息;深股通;覆铜板概念;消毒剂;医疗器械概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;保健品;中医药;PCB概念;融资融券;转融券标的,中国覆铜板行业国内企业中排名前三强企业,电子-半导体及元件-印制电路板,中小创新;中小基础;中小综指;中证1000;中证1000USD;中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指;电子指数,14,6623662200.000,-136650.000,728000000.00,293.871,33,002636
000078.SZ,海王生物,3.06,-0.326,多肽药;抗癌;禽流感;生物疫苗;登革热;MERS概念;防辐射;融资融券;国产伟哥;深股通;转融券标的;医保目录;医疗改革;医疗器械概念;口罩;抗肿瘤;富时罗素概念;富时罗素概念股;健康中国;标普道琼斯A股;仿制药一致性评价;冷链物流;中医药;新冠治疗,已建立了覆盖全国20多个省份的庞大医药商业业务网络体系,医药生物-医药商业-医药商业Ⅲ,中小创新;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;批零指数;新指数;深证1000;深证700;深证A指;深证综指,24,8035785300.000,-91680.000,2750833257.00,48.002,33,000078
000816.SZ,智慧农业,3.05,-0.327,农村电商;小额贷款;壳资源;乡村振兴;农机;小金属概念;数字乡村;盐湖提锂;人民币贬值受益;融资融券;转融券标的;农业信息化;深股通;减速器;金属铅,外销为主的内燃机及终端产品生产商，深耕农业机械化领域,交运设备-汽车零部件-汽车零部件Ⅲ,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证A指;深证综指,15,4382519300.000,-3519763.000,1447013318.00,256.421,33,000816
833455.BJ,汇隆活塞,3.05,-0.327,新股与次新股;融资融券,国家级专精特新“小巨人”，主营活塞、缸套等中低速内燃机零部件,机械设备-通用设备-其他通用设备,,2,131635130.000,,177450000.00,16.926,151,833455
830964.BJ,润农节水,3.04,-0.328,专精特新;融资融券,节水灌溉行业第一梯队公司,农林牧渔-农业服务-农业综合,中证A股;中证流通;北证50,2,530918040.000,,261208000.00,20.797,151,830964
300487.SZ,蓝晓科技,57.81,-0.328,新材料概念;锂电设备;深股通;工业大麻;小金属概念;固废处理;盐湖提锂;国产替代;专精特新;锂电池;金属镍;融资融券;转融券标的;第四代半导体;送转填权;比亚迪概念;金属回收;碳中和;半年报预增;生物疫苗;碳交易;净水概念;减肥药;养老金持股,中国离子交换与吸附树脂行业领导企业,基础化工-化工合成材料-合成树脂,中创400;中创500;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;创业300;创业基础;创业板指;创业板指(港币)(CNH);创业板指(美元)(CNH);创业板综;制造指数;化学指数;同花顺全A;新指数;深证1000;深证200;深证300;深证A指;深证成指;深证综指,24,17453899000.000,-7373194.000,502646509.00,41.991,33,300487
002227.SZ,奥特迅,12.14,-0.328,电动汽车;核电;新基建;特高压;储能;柔性直流输电;换电概念;比亚迪概念;虚拟电厂;高压快充;充电桩,中国电力自动化电源行业龙头企业,电力设备-电力设备-其他电源设备,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证A指;深证综指;电气指数,11,3005355400.000,-605843.000,247806170.00,-74.590,33,002227
