股票代码,股票简称,美股@最新价,美股@最新涨跌幅,美股@gics行业(三级),美股@所属概念,美股@总市值[20230919],美股@gics行业(一级),美股@gics行业(二级),美股@gics行业(四级),美股@上市日期,美股@总股本[20230919],美股@流通股[20230919],美股@上市板块,market_code,code
LCTX.A,Lineage Cell,1.310,-1.527,生物科技,,225732805.59,医疗保健,制药、生物科技和生命科学,生物科技,19920305,174986671.0,174986671.0,主板,170,LCTX
RLTY.N,Cohen & Steers Real,13.470,-0.811,资本市场,,225287486.55,金融,金融服务,资产管理与托管银行,20220224,16749999.0,16749999.0,主板,169,RLTY
PCB.O,PCB Bancorp,15.620,-1.139,商业银行,,224046875.8,金融,银行,区域性银行,20180810,14343590.0,14343590.0,Nasdaq Global Market,185,PCB
CFIV.O,CF Acquisition IV,10.635,-0.141,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",223863314.895,金融,金融服务,投资银行业与经纪业,20210216,21049677.0,21049677.0,Nasdaq Capital Market,186,CFIV
CONX.O,Conx,10.420,0.096,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",223803490.04,金融,金融服务,投资银行业与经纪业,20201221,21478262.0,21478262.0,Nasdaq Capital Market,186,CONX
NECB.O,东北社区银行,14.950,-0.730,金融服务,,223800573.1,金融,金融服务,商业与住宅抵押贷款金融,20210713,14969938.0,14969938.0,Nasdaq Capital Market,186,NECB
HIPO.N,Hippo Holdings,9.460,0.426,保险,,223401026.72,金融,保险,财产与意外伤害保险,20210111,23665363.0,23665363.0,主板,169,HIPO
GTE.A,Gran Tierra能源,6.705,-0.149,石油、天然气与消费用燃料,,223023268.5,能源,能源,石油与天然气的勘探与生产,20080408,33287055.0,33287055.0,主板,170,GTE
TCX.O,Tucows,20.520,-8.229,信息技术服务,,222904348.2,信息技术,软件与服务,互联网服务和基础设施,20131230,10862785.0,10862785.0,Nasdaq Capital Market,186,TCX
VUZI.O,Vuzix,3.510,-1.955,家庭耐用消费品,"元宇宙[US],消费电子[US]",222250451.67,非日常生活消费品,耐用消费品与服装,消费电子产品,20150128,63319217.0,63319217.0,Nasdaq Capital Market,186,VUZI
NIU.O,小牛电动,2.880,0.348,汽车,"新能源汽车[US],SEC确定摘牌名单[US],中概股指数[US],热门中概股[US],美国中资概念股",222160080.96,非日常生活消费品,汽车与汽车零部件,摩托车制造商,20181019,77138917.0,77138917.0,Nasdaq Global Market,185,NIU
CELC.O,Celcuity,10.050,1.107,生物科技,,222005937.15,医疗保健,制药、生物科技和生命科学,生物科技,20170920,22090143.0,22090143.0,Nasdaq Capital Market,186,CELC
KFS.N,汇富金融服务,8.210,0.366,保险,,221923329.84,金融,保险,财产与意外伤害保险,20010713,26997972.0,26997972.0,主板,169,KFS
MAPS.O,WM Technology,1.490,-4.180,软件,,221863987.45,信息技术,软件与服务,应用软件,20191001,148902005.0,148902005.0,Nasdaq Capital Market,186,MAPS
LE.O,Lands'End,6.940,0.434,多品类零售,互联网板块,221568008.44,非日常生活消费品,非必需消费品分销和零售,多品类零售,20140320,31926226.0,31926226.0,Nasdaq Capital Market,186,LE
FRGI.O,嘉年华酒店集团,8.440,0.119,酒店、餐馆与休闲,餐饮连锁[US],221036096.84,非日常生活消费品,消费者服务,餐馆,20120507,26189111.0,26189111.0,Nasdaq Global Select Market,185,FRGI
INOD.O,Innodata,7.810,-1.389,专业服务,,221012854.81,工业,商业和专业服务,数据处理和外包服务,19930813,28298701.0,28298701.0,Nasdaq Global Market,185,INOD
STRS.O,Stratus Properties,27.620,-1.428,多元化REIT,,220883078.3,房地产,房地产投资信托（REITs）,多样化房地产投资信托,19920703,7997215.0,7997215.0,Nasdaq Global Select Market,185,STRS
EVER.O,EverQuote,6.610,1.536,信息技术服务,,220551163.68,信息技术,软件与服务,互联网服务和基础设施,20180628,33366288.0,33366288.0,Nasdaq Global Market,185,EVER
III.O,信息服务,4.540,1.339,专业服务,,220451939.84,工业,商业和专业服务,调查和咨询服务,20080201,48557696.0,48557696.0,Nasdaq Global Market,185,III
UCAR.O,优品车,4.190,1.208,专营零售,"次新上市股[US],美国中资概念股",219975000.0,非日常生活消费品,非必需消费品分销和零售,汽车零售,20230420,52500000.0,52500000.0,Nasdaq Capital Market,186,UCAR
MESO.O,Mesoblast,1.350,-4.930,生物科技,,219835302.75,医疗保健,制药、生物科技和生命科学,生物科技,20151113,162840965.0,162840965.0,Nasdaq Global Select Market,185,MESO
ACRV.O,Acrivon Therapeutics,9.950,-1.093,生物科技,次新上市股[US],219625514.2,医疗保健,制药、生物科技和生命科学,生物科技,20221115,22072916.0,22072916.0,Nasdaq Global Market,185,ACRV
NRIM.O,北沿合众银行,39.280,-1.874,商业银行,,219529674.48,金融,银行,综合性银行,19901116,5588841.0,5588841.0,Nasdaq Global Select Market,185,NRIM
BLDE.O,Blade Air Mobility,2.960,2.422,航空货运与物流,太空概念[US],219380071.44,工业,运输,航空货运与物流,20191105,74114889.0,74114889.0,Nasdaq Capital Market,186,BLDE
BSVN.O,Bank7,23.920,-1.806,商业银行,,218995828.48,金融,银行,区域性银行,20180920,9155344.0,9155344.0,Nasdaq Global Select Market,185,BSVN
IMMR.O,浸入科技,6.790,1.042,电子设备、仪器和元件,元宇宙[US],218919771.42,信息技术,技术硬件与设备,电子设备和仪器,19991112,32241498.0,32241498.0,Nasdaq Global Select Market,185,IMMR
HFFG.O,HF Foods,4.030,0.249,经销商,,218208073.72,非日常生活消费品,非必需消费品分销和零售,经销商,20170907,54145924.0,54145924.0,Nasdaq Capital Market,186,HFFG
AKYA.O,Akoya Biosciences,4.450,4.953,生命科学工具和服务,,217786858.15,医疗保健,制药、生物科技和生命科学,生命科学工具和服务,20210416,48940867.0,48940867.0,Nasdaq Global Select Market,185,AKYA
PNRG.O,PrimeEnergy,118.510,0.877,石油、天然气与消费用燃料,,217501403.0,能源,能源,石油与天然气的炼制和营销,,1835300.0,1835300.0,Nasdaq Capital Market,186,PNRG
BFAC.N,Battery Future,10.810,0.278,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",217471267.0,金融,金融服务,投资银行业与经纪业,20220204,20061925.0,20061925.0,主板,169,BFAC
CPSI.O,计算机程序和系统,14.940,-0.994,医疗保健技术,,217401860.16,医疗保健,医疗保健设备与服务,医疗保健技术,20020524,14551664.0,14551664.0,Nasdaq Global Select Market,185,CPSI
TWOU.O,2u,2.670,-5.319,软件,,217391314.56,信息技术,软件与服务,应用软件,20140328,81419968.0,81419968.0,Nasdaq Global Select Market,185,TWOU
BLFY.O,Blue Foundry,8.560,-0.926,商业银行,,217146955.6,金融,银行,区域性银行,20210716,25367635.0,25367635.0,Nasdaq Global Select Market,185,BLFY
GENC.A,范科工业,14.900,0.135,机械制造,,217080566.62,工业,资本品,建筑机械和重型运输设备,20220801,14657702.0,,主板,170,GENC
MBCN.O,Middlefield Banc,26.810,-1.579,商业银行,,216961962.56,金融,银行,区域性银行,20140910,8092576.0,8092576.0,Nasdaq Capital Market,186,MBCN
USCB.O,USCB Financial,11.090,-0.716,商业银行,,216751576.93,金融,银行,区域性银行,20210723,19544777.0,19544777.0,Nasdaq Global Market,185,USCB
NWFL.O,诺伍德金融,26.820,-1.866,商业银行,,216419967.0,金融,银行,区域性银行,19980306,8069350.0,8069350.0,Nasdaq Global Market,185,NWFL
SFST.O,南方第一银行,26.780,-2.547,商业银行,,216287009.64,金融,银行,区域性银行,20070702,8076438.0,8076438.0,Nasdaq Global Market,185,SFST
TRUE.O,Truecar,2.400,1.266,信息技术服务,,216145636.8,信息技术,软件与服务,互联网服务和基础设施,20140516,90060682.0,90060682.0,Nasdaq Global Select Market,185,TRUE
CIX.A,CompX国际,17.970,-0.057,机械制造,,216106435.35,工业,资本品,工业机械和用品及零部件,20110124,12313757.0,12313757.0,主板,170,CIX
NPCE.O,NeuroPace,8.350,3.342,医疗保健设备与用品,,215928019.05,医疗保健,医疗保健设备与服务,医疗保健设备,20210422,25859643.0,25859643.0,Nasdaq Global Market,185,NPCE
ML.N,MoneyLion,21.330,3.467,商业银行,,215408279.97,金融,银行,综合性银行,20200814,10165563.0,10165563.0,主板,169,ML
IPHA.O,Innate Pharma,2.780,-2.727,生物科技,,215381963.85,医疗保健,制药、生物科技和生命科学,生物科技,20191017,80516622.0,80516622.0,Nasdaq Global Market,185,IPHA
WE.N,WeWork,4.070,-0.247,房地产管理和开发,房地产服务[US],215152102.84,房地产,房地产管理和开发,房地产经营公司,20211021,53255471.0,53255471.0,主板,169,WE
HOFT.O,胡克家具,20.020,0.502,家庭耐用消费品,,215031216.4,非日常生活消费品,耐用消费品与服装,家庭装饰品,20020627,10740820.0,10740820.0,Nasdaq Global Select Market,185,HOFT
ASUR.O,福景网络,8.845,-0.730,软件,,214518032.66,信息技术,软件与服务,应用软件,19920407,24253028.0,24253028.0,Nasdaq Capital Market,186,ASUR
TSAT.O,Telesat,15.790,-2.651,通信设备,卫星通信[US],214257367.99,信息技术,技术硬件与设备,通信设备,20051208,13569181.0,13569181.0,Nasdaq Global Select Market,185,TSAT
PRPC.N,CC Neuberger,,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",213834232.58,金融,金融服务,投资银行业与经纪业,20210330,19599838.0,19599838.0,主板,169,PRPC
GWH.N,ESS Tech,1.365,0.735,电气设备,,213158508.24,工业,资本品,电气部件与设备,20211011,155590152.0,155590152.0,主板,169,GWH
ATXS.O,Astria Therapeutics,7.600,1.198,制药,,213109418.8,医疗保健,制药、生物科技和生命科学,制药,20150625,28040713.0,28040713.0,Nasdaq Global Market,185,ATXS
AFT.N,Apollo Senior,13.640,0.962,资本市场,,212579298.75,金融,金融服务,资产管理与托管银行,20110224,15573575.0,15573575.0,主板,169,AFT
INFU.A,Infusystem,10.055,0.900,医疗保健设备与用品,,212442488.04,医疗保健,医疗保健设备与服务,医疗保健设备,20101223,21054756.0,21054756.0,主板,170,INFU
CBD.N,Brazilian,0.784,-7.547,日常消费品分销和零售,,211663833.92,日常消费品,日常消费品分销和零售,食品零售,20200305,269979380.0,269979380.0,主板,169,CBD
YI.O,1药网,2.520,-3.448,日常消费品分销和零售,"SEC确定摘牌名单[US],中概股指数[US],美国中资概念股",211662967.32,日常消费品,日常消费品分销和零售,药品零售,20180912,83993241.0,83993241.0,Nasdaq Global Market,185,YI
RDW.N,Redwire,3.260,-2.687,航空航天与国防,,211135624.54,工业,资本品,航天航空与国防,20210114,64765529.0,64765529.0,主板,169,RDW
PMTS.O,Cpi卡集团,18.440,1.152,消费信贷,,210785740.68,金融,金融服务,消费信贷,20210805,11430897.0,11430897.0,Nasdaq Global Market,185,PMTS
STOK.O,Stoke Therapeutics,4.760,0.634,生物科技,,210664324.36,医疗保健,制药、生物科技和生命科学,生物科技,20190619,44257211.0,44257211.0,Nasdaq Global Select Market,185,STOK
OVLY.O,橡木谷银行,25.420,-0.236,商业银行,,210519822.62,金融,银行,区域性银行,20090115,8281661.0,8281661.0,Nasdaq Capital Market,186,OVLY
ISRL.O,Israel Acquisitions,10.530,0.190,资本市场,,210252711.85,金融,金融服务,投资银行业与经纪业,20230228,19929167.0,19929167.0,Nasdaq Global Market,185,ISRL
GOSS.O,Gossamer Bio,0.933,-1.060,生物科技,,210225558.486,医疗保健,制药、生物科技和生命科学,生物科技,20190208,225322142.0,225322142.0,Nasdaq Global Select Market,185,GOSS
AUGX.O,Augmedix,5.150,0.980,互动媒体与服务,,210072913.55,通讯业务,媒体与娱乐,互动媒体与服务,20211026,40790857.0,40790857.0,Nasdaq Capital Market,186,AUGX
BIOS.O,BioPlus,10.800,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",209556101.14,金融,金融服务,投资银行业与经纪业,20220128,19367477.0,19367477.0,Nasdaq Global Market,185,BIOS
KNOP.N,KNOT Offshore,6.160,-2.070,海上运输,,209377248.15,工业,运输,海上运输,20130410,34045081.0,34045081.0,主板,169,KNOP
EMX.A,EMX Royalty,1.870,-1.047,金属与采矿,,209320694.1,原材料,原材料,贵重金属与矿石,20120130,110751690.0,110751690.0,主板,170,EMX
EGIO.O,Edgio,0.930,9.412,信息技术服务,,209209277.16,信息技术,软件与服务,互联网服务和基础设施,20070608,224956212.0,224956212.0,Nasdaq Global Select Market,185,EGIO
CNF.N,泛华金融,3.140,-9.763,商业银行,"SEC确定摘牌名单[US],中概股指数[US],现代服务业[US],美国中资概念股",209175594.1,金融,银行,综合性银行,20181107,68582162.0,68582162.0,主板,169,CNF
IFRX.O,InflaRx,3.540,0.000,制药,,208446782.88,医疗保健,制药、生物科技和生命科学,制药,20171108,58883272.0,58883272.0,Nasdaq Global Select Market,185,IFRX
BTBT.O,比特数字,2.360,1.724,软件,中概股指数[US],208399330.36,信息技术,软件与服务,系统软件,20180320,88304801.0,88304801.0,Nasdaq Capital Market,186,BTBT
CRMD.O,CorMedix,3.790,1.067,制药,,207737639.18,医疗保健,制药、生物科技和生命科学,制药,20210218,54812042.0,54812042.0,Nasdaq Global Market,185,CRMD
DC.A,Dakota Gold,2.630,-2.231,金属与采矿,,207127898.65,原材料,原材料,多种金属与采矿,20220405,78755855.0,78755855.0,主板,170,DC
DOUG.N,Douglas Elliman,2.330,0.000,房地产管理和开发,房地产服务[US],206513303.27,房地产,房地产管理和开发,多样化房地产活动,20211230,88632319.0,88632319.0,主板,169,DOUG
TREE.O,LendingTree,15.910,1.209,金融服务,,206376262.71,金融,金融服务,综合金融服务,20080821,12971481.0,12971481.0,Nasdaq Global Select Market,185,TREE
CFFS.O,CF Acquisition VII,,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",206295745.08,金融,金融服务,投资银行业与经纪业,20220211,19316081.0,19316081.0,Nasdaq Global Market,185,CFFS
MREO.O,Mereo Biopharma,1.470,0.685,制药,英国概念[US],206157824.166,医疗保健,制药、生物科技和生命科学,制药,20190424,140243417.8,140243417.8,Nasdaq Capital Market,186,MREO
OCN.N,奥克文货贷,26.740,-0.960,商业银行,,205974124.64,金融,银行,区域性银行,19960925,7677008.0,7677008.0,主板,169,OCN
EP.A,Empire Petroleum,9.110,1.003,石油、天然气与消费用燃料,,205877446.8,能源,能源,石油与天然气的勘探与生产,20220308,22723780.0,22723780.0,主板,170,EP
PROF.O,Profound Medical,9.700,0.523,医疗保健设备与用品,,205323387.17,医疗保健,医疗保健设备与服务,医疗保健设备,20191029,21365597.0,21365597.0,Nasdaq Capital Market,186,PROF
FVCB.O,FVCBankcorp,11.520,-1.370,商业银行,,205080744.96,金融,银行,区域性银行,20180914,17802148.0,17802148.0,Nasdaq Capital Market,186,FVCB
SLQT.N,SelectQuote,1.230,7.965,保险,,204585619.82,金融,保险,保险经纪商,20200521,167693131.0,167693131.0,主板,169,SLQT
TELA.O,TELA Bio,8.350,-3.913,医疗保健设备与用品,,204470215.85,医疗保健,医疗保健设备与服务,医疗保健用品,20191108,24487451.0,24487451.0,Nasdaq Global Market,185,TELA
ESCA.O,攀登者,14.870,0.473,休闲设备与用品,体育[US],204266216.0,非日常生活消费品,耐用消费品与服装,休闲用品,,13736800.0,13736800.0,Nasdaq Global Market,185,ESCA
ALXO.O,ALX Oncology,4.960,-3.876,生物科技,,204113022.24,医疗保健,制药、生物科技和生命科学,生物科技,20200717,41151819.0,41151819.0,Nasdaq Global Select Market,185,ALXO
REKR.O,Rekor Systems,2.950,-9.786,商业服务与商业用品,,204045334.5,工业,商业和专业服务,综合支持服务,20180110,69167910.0,69167910.0,Nasdaq Capital Market,186,REKR
RCFA.N,RCF Acquisition,10.870,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",203969375.84,金融,金融服务,投资银行业与经纪业,20211231,18764432.0,18764432.0,主板,169,RCFA
NAK.A,北方王朝矿业,0.385,-4.000,金属与采矿,,203503370.496,原材料,原材料,黄金,20041104,529956694.0,529956694.0,主板,170,NAK
PLBC.O,普卢默斯合众银行,34.670,-0.716,商业银行,,203375884.16,金融,银行,区域性银行,,5866048.0,5866048.0,Nasdaq Capital Market,186,PLBC
ALCO.O,阿里科,26.690,4.176,食品,农产品[US],203125606.19,日常消费品,食品、饮料与烟草,农产品与服务,19780106,7610551.0,7610551.0,Nasdaq Global Select Market,185,ALCO
IVVD.O,Invivyd,1.850,0.000,制药,,203047904.4,医疗保健,制药、生物科技和生命科学,制药,20210806,109755624.0,109755624.0,Nasdaq Global Market,185,IVVD
VBNK.O,VersaBank,7.830,0.128,商业银行,,202988239.92,金融,银行,区域性银行,20210922,25924424.0,25924424.0,Nasdaq Global Select Market,185,VBNK
ORGN.O,Origin Materials,1.410,-3.425,化学制品,,202357015.74,原材料,原材料,多种化学制品,20200904,143515614.0,143515614.0,Nasdaq Capital Market,186,ORGN
FSTR.O,LB福斯特,18.210,1.392,机械制造,,201967474.2,工业,资本品,工业机械和用品及零部件,20060703,11091020.0,11091020.0,Nasdaq Global Select Market,185,FSTR
VRA.O,Vera Bradley,6.540,-0.153,纺织品、服装与奢侈品,,201582374.22,非日常生活消费品,耐用消费品与服装,服装、服饰与奢侈品,20101021,30822993.0,30822993.0,Nasdaq Global Select Market,185,VRA
SSBK.O,Southern States,22.820,-1.659,商业银行,,201568238.48,金融,银行,区域性银行,20210812,8832964.0,8832964.0,Nasdaq Global Select Market,185,SSBK
PKBK.O,帕克合众银行,16.860,-0.059,商业银行,,201420873.06,金融,银行,区域性银行,20020111,11946671.0,11946671.0,Nasdaq Capital Market,186,PKBK
XYF.N,小赢科技,4.220,0.000,金融服务,"互联网金融[US],SEC确定摘牌名单[US],中概股指数[US],美国中资概念股",201267385.25681,金融,金融服务,特殊金融服务,20180919,48150092.1667,48150092.1667,主板,169,XYF
FRST.O,Primis Financial,8.130,-0.368,商业银行,,200703391.32,金融,银行,区域性银行,20061101,24686764.0,24686764.0,Nasdaq Global Market,185,FRST
CMBM.O,Cambium Networks,7.260,-0.275,通信设备,,200415966.3,信息技术,技术硬件与设备,通信设备,20190626,27605505.0,27605505.0,Nasdaq Global Market,185,CMBM
PPYA.O,Papaya Growth,,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",200340502.32,金融,金融服务,投资银行业与经纪业,20220304,18758474.0,18758474.0,Nasdaq Global Market,185,PPYA
LUNA.O,Luna创新,5.900,-4.376,信息技术服务,光纤[US],200155889.3,信息技术,软件与服务,信息科技咨询与其它服务,20060602,33924727.0,33924727.0,Nasdaq Capital Market,186,LUNA
JCE.N,Nuveen核心股权基金,12.440,-0.241,资本市场,,200087671.92,金融,金融服务,资产管理与托管银行,20151211,16084218.0,16084218.0,主板,169,JCE
EGAN.O,eGain,6.350,2.090,软件,,199919501.1,信息技术,软件与服务,应用软件,20111122,31483386.0,31483386.0,Nasdaq Capital Market,186,EGAN
DNTH.O,Dianthus,13.190,1.150,制药,,199847519.98,医疗保健,制药、生物科技和生命科学,制药,20180621,15151442.0,15151442.0,Nasdaq Capital Market,186,DNTH
GRWG.O,GrowGeneration,3.260,-4.399,专营零售,大麻概念股[US],199615622.36,非日常生活消费品,非必需消费品分销和零售,家庭装潢零售,20191202,61231786.0,61231786.0,Nasdaq Capital Market,186,GRWG
MRAM.O,Everspin,9.600,1.159,半导体产品与设备,,199560758.4,信息技术,半导体产品与设备,半导体产品,20161007,20787579.0,20787579.0,Nasdaq Global Market,185,MRAM
EGRX.O,Eagle制药,15.360,-3.153,制药,,199479874.56,医疗保健,制药、生物科技和生命科学,制药,20140212,12986971.0,12986971.0,Nasdaq Global Market,185,EGRX
INVE.O,单片机微系统,8.620,2.012,电子设备、仪器和元件,,199379013.92,信息技术,技术硬件与设备,电子设备和仪器,19971007,23129816.0,23129816.0,Nasdaq Capital Market,186,INVE
CMCL.A,Caledonia Mining,10.450,-6.058,金属与采矿,黄金[US],199364078.47,原材料,原材料,多种金属与采矿,20170727,19188073.0,19188073.0,主板,170,CMCL
MASS.O,908 Devices,6.160,0.654,生命科学工具和服务,,199178573.44,医疗保健,制药、生物科技和生命科学,生命科学工具和服务,20201218,32334184.0,32334184.0,Nasdaq Global Market,185,MASS
LLAP.N,Terran Orbital,1.130,-19.718,航空航天与国防,,199026732.42,工业,资本品,航天航空与国防,20210426,174584853.0,174584853.0,主板,169,LLAP
NVTA.N,Invitae,0.742,-3.761,生物科技,基因测序[US],198124435.488,医疗保健,制药、生物科技和生命科学,生物科技,20150212,267014064.0,267014064.0,主板,169,NVTA
BZUN.O,宝尊电商,3.330,-2.632,信息技术服务,"明星股[US],电子商务[US],SEC确定摘牌名单[US],中概股指数[US],阿里巴巴概念[US],回港中概股[US],美国中资概念股",197711466.18011,信息技术,软件与服务,互联网服务和基础设施,20150521,59372812.6667,59372812.6667,Nasdaq Global Select Market,185,BZUN
ACV.N,Virtus,19.060,-0.367,资本市场,,197249128.01,金融,金融服务,资产管理与托管银行,20150522,10365167.0,10365167.0,主板,169,ACV
SWKH.O,SWK Holdings,15.720,0.127,金融服务,,197136392.76,金融,金融服务,综合金融服务,20200123,12540483.0,12540483.0,Nasdaq Capital Market,186,SWKH
KVAC.O,Keen Vision,10.160,0.000,资本市场,,196759322.0,金融,金融服务,投资银行业与经纪业,20230915,19366075.0,19366075.0,Nasdaq Capital Market,186,KVAC
AENZ.N,AENZA,2.460,0.902,建筑与工程,,196464313.88662,工业,资本品,建筑与工程,20180706,79798665.2667,79798665.2667,主板,169,AENZ
HYW.O,海银控股,7.030,-0.849,资本市场,"美国中资概念股,中概股指数[US]",196280000.0,金融,金融服务,资产管理与托管银行,20210326,28000000.0,28000000.0,Nasdaq Global Market,185,HYW
RMNI.O,Rimini Street,2.200,-0.453,软件,,195991400.0,信息技术,软件与服务,应用软件,20150828,89087000.0,89087000.0,Nasdaq Global Market,185,RMNI
FSP.A,Franklin Street,1.880,2.162,写字楼REIT,,195483367.17,房地产,房地产投资信托（REITs）,写字楼REIT,20050602,103430353.0,103430353.0,主板,170,FSP
EM.O,怪兽充电,0.829,-6.125,综合消费者服务,"美国中资概念股,中概股指数[US]",195124114.4355,非日常生活消费品,消费者服务,特殊消费者服务,20210401,259819060.5,259819060.5,Nasdaq Global Market,185,EM
HSHP.N,Himalaya Shipping,4.780,1.057,海上运输,次新上市股[US],194942056.46,工业,运输,海上运输,20230331,40782857.0,40782857.0,主板,169,HSHP
AIF.N,Apollo Tactical,13.400,0.748,资本市场,,194830430.22,金融,金融服务,资产管理与托管银行,20130226,14464026.0,14464026.0,主板,169,AIF
EBS.N,Emergent,3.760,1.348,生物科技,猴痘概念[US],194794421.52,医疗保健,制药、生物科技和生命科学,生物科技,20061115,51807027.0,51807027.0,主板,169,EBS
DLTH.O,德卢斯控股,5.620,-1.576,纺织品、服装与奢侈品,,194318963.36,非日常生活消费品,耐用消费品与服装,服装、服饰与奢侈品,20151120,34576328.0,34576328.0,Nasdaq Global Select Market,185,DLTH
GROY.A,Gold Royalty,1.340,-2.190,金属与采矿,,194260181.9,原材料,原材料,贵重金属与矿石,20210309,144970285.0,144970285.0,主板,170,GROY
OMER.O,奥麦罗制药,3.090,1.980,制药,,194224496.16,医疗保健,制药、生物科技和生命科学,制药,20091008,62855824.0,62855824.0,Nasdaq Global Market,185,OMER
LGO.O,Largo Resources,3.060,-2.258,金属与采矿,,194071500.0,原材料,原材料,多种金属与采矿,20210419,64050000.0,64050000.0,Nasdaq Global Select Market,185,LGO
BWFG.O,Bankwell Financial,24.750,-0.960,商业银行,,193832496.0,金融,银行,区域性银行,20140515,7831616.0,7831616.0,Nasdaq Global Market,185,BWFG
FENC.O,Fennec制药,7.240,-1.764,生物科技,,192341221.08,医疗保健,制药、生物科技和生命科学,生物科技,20170913,26566467.0,26566467.0,Nasdaq Capital Market,186,FENC
AMTX.O,Aemetis,4.950,4.211,石油、天然气与消费用燃料,生物质能[US],192296308.05,能源,能源,煤与消费用燃料,20140606,38847739.0,38847739.0,Nasdaq Global Market,185,AMTX
BCBP.O,BCB银行,11.450,-1.123,商业银行,,192228130.35,金融,银行,区域性银行,20051214,16788483.0,16788483.0,Nasdaq Global Market,185,BCBP
ALLK.O,Allakos,2.210,-5.556,生物科技,,192088130.26,医疗保健,制药、生物科技和生命科学,生物科技,20180719,86917706.0,86917706.0,Nasdaq Global Select Market,185,ALLK
RIGL.O,里格尔制药,1.100,2.804,制药,,191800714.6,医疗保健,制药、生物科技和生命科学,制药,20001129,174364286.0,174364286.0,Nasdaq Global Select Market,185,RIGL
BIRD.O,Allbirds,1.260,1.613,纺织品、服装与奢侈品,,191427941.88,非日常生活消费品,耐用消费品与服装,服装、服饰与奢侈品,20211103,151926938.0,151926938.0,Nasdaq Global Select Market,185,BIRD
CIO.N,City Office Reit,4.770,-0.625,写字楼REIT,,190506411.27,房地产,房地产投资信托（REITs）,写字楼REIT,20140415,39938451.0,39938451.0,主板,169,CIO
HGLB.N,高地全球分配基金,8.500,-0.353,资本市场,,190440208.42,金融,金融服务,资产管理与托管银行,20190219,22484086.0,22484086.0,主板,169,HGLB
PRAX.O,Praxis,1.480,4.225,生物科技,,190239530.04,医疗保健,制药、生物科技和生命科学,生物科技,20201016,128540223.0,128540223.0,Nasdaq Global Select Market,185,PRAX
TOP.O,中阳金融集团,5.430,-0.367,资本市场,,190075168.05,金融,金融服务,金融交易所和数据,20220601,35004635.0,35004635.0,Nasdaq Capital Market,186,TOP
JGGC.O,Jaguar Global Growth,10.710,0.094,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",190005681.6,金融,金融服务,投资银行业与经纪业,20220404,17740960.0,17740960.0,Nasdaq Global Market,185,JGGC
DNMR.N,Danimer Scientific,1.860,0.000,化学制品,,189785596.62,原材料,原材料,商品化工,20200528,102035267.0,102035267.0,主板,169,DNMR
VABK.O,Virginia National,35.340,-2.645,商业银行,,189633803.88,金融,银行,综合性银行,20210405,5365982.0,5365982.0,Nasdaq Capital Market,186,VABK
RYAM.N,Rayonier Advanced,2.890,-3.333,化学制品,,189495912.2,原材料,原材料,特种化学制品,20140627,65343418.0,65343418.0,主板,169,RYAM
SMLR.O,Semler Scientific,27.560,0.401,医疗保健设备与用品,,189425281.76,医疗保健,医疗保健设备与服务,医疗保健设备,20210928,6873196.0,6873196.0,Nasdaq Capital Market,186,SMLR
NTG.N,Tortoise中游能源,35.240,-0.283,资本市场,,189023288.92,金融,金融服务,资产管理与托管银行,20100728,5360842.0,5360842.0,主板,169,NTG
EHTH.O,易康,6.720,0.149,保险,,188756749.44,金融,保险,保险经纪商,20061013,28088802.0,28088802.0,Nasdaq Global Select Market,185,EHTH
XPDB.O,Power & Digital,10.650,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",188634186.8,金融,金融服务,投资银行业与经纪业,20220201,17795678.0,17795678.0,Nasdaq Global Market,185,XPDB
OUST.N,Ouster,4.780,5.531,机械制造,电子元件[US],188422403.04,工业,资本品,工业机械和用品及零部件,20201009,39501552.0,39501552.0,主板,169,OUST
ITI.O,Iteris,4.390,-0.227,软件,,187636256.16,信息技术,软件与服务,系统软件,20160208,42741744.0,42741744.0,Nasdaq Capital Market,186,ITI
BKN.N,BlackRock Investment,10.620,0.094,资本市场,,187292882.62,金融,金融服务,资产管理与托管银行,19930219,17619274.0,17619274.0,主板,169,BKN
CHMG.O,Chemung Financial,39.670,-0.352,商业银行,,187235100.72,金融,银行,区域性银行,20121116,4719816.0,4719816.0,Nasdaq Global Select Market,185,CHMG
KLXE.O,Klx Energy Services,11.410,-2.645,能源设备与服务,,187208673.61,能源,能源,石油天然气设备与服务,20180917,16407421.0,16407421.0,Nasdaq Global Select Market,185,KLXE
CLMB.O,Climb Global,40.920,-0.122,软件,,186959960.88,信息技术,软件与服务,应用软件,19950718,4568914.0,4568914.0,Nasdaq Global Market,185,CLMB
