isin,euronext_code,证券名称,degiro_symbol,证券代码,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange_name,market,isShortable,feedQuality,feedQualitySecondary,icb_industry,full_symbol,isin_tv,logoid,type,Value.Traded,market_cap_basic,fundamental_currency_code,sector,industry,is_primary,exchange,country,currency_id,forex_rate,总市值,成交额,换手率,地区,is_primary_listing,primary_symbol,ticker_title,code,correct_industry,名称翻译,en_name,dr_name,一级行业,二级行业,三级行业,市场,异动值,exchange_code,trade_currency,最新价,涨跌幅,last_traded_at,close_price,trading_date
BE0974340722,BE0974340722-XBRU,Sequana Medical,SEQUA,SEQUA,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Medical Equipment,EURONEXT:SEQUA,BE0974340722,sequana-medical,stock,29915.64,45419147.792,USD,Health Technology,Medical Specialties,True,EURONEXT,Belgium,EUR,1.07119,0.45419147792,0.000320453344116,0.0007,欧洲,True,EURONEXT:SEQUA,SEQUANA MEDICAL,,,,Sequana Medical,,医药,医疗,医疗器械,比利时,0.0001793287871445,XBRU,EUR,1.38,-1.43,15:04 CEST26 Apr 2024,1.40,25 Apr 2024
IT0005283640,IT0005283640-MTAA,Seri Industrial,SERI,SERI,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Diversified Industrials,MIL:SERI,IT0005283640,kr-energy-spa,stock,4015135.41,229296981.5766,USD,Utilities,Electric Utilities,True,MIL,Italy,EUR,1.07119,2.292969815766,0.043009728998379,0.0188,欧洲,True,MIL:SERI,SERI INDUSTRIAL,,,,Seri Industrial,,公用事业,电力,电力公司,意大利,0.1938159425482811,MTAA,EUR,4.285,8.21,15:32 CEST26 Apr 2024,3.96,25 Apr 2024
IT0004729759,IT0004729759-MTAA,Sesa,SES,SES,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Computer Services,MIL:SES,IT0004729759,sesa,stock,405772.2,1604943570.3125,USD,Distribution Services,Electronics Distributors,True,MIL,Italy,EUR,1.07119,16.049435703125,0.00434659122918,0.0003,欧洲,True,MIL:SES,SESA,,,,Sesa,,消费,经销商,电子产品经销商,意大利,0.0006064335679823,MTAA,EUR,97.75,1.09,15:33 CEST26 Apr 2024,96.70,25 Apr 2024
LU0088087324,LU0088087324-XPAR,SES S.A.,SESG,SESG,B,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Telecommunications Equipment,EURONEXT:SESG,LU0088087324,ses,dr,658430.37,2549733101.7016997,USD,Communications,Specialty Telecommunications,True,EURONEXT,Luxembourg,EUR,1.07119,25.497331017016997,0.007053040280403,0.0003,欧洲,,,,,,,SES S.A.,,科技,通信,电信运营,法国,0.0003419990487536,XPAR,EUR,5.48,0.55,15:30 CEST26 Apr 2024,5.45,25 Apr 2024
FR0010282822,FR0010282822-XPAR,Store Electronic Systems,SESL,SESL,C,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,CX,Electronic Equipment: Gauges and Meters,,,,,,,,,,,,,,,,,,,,,,,,,Store Electronic Systems,,,,,,,XPAR,EUR,127.20,-4.72,15:33 CEST26 Apr 2024,133.50,25 Apr 2024
FR0010209809,FR0010209809-XPAR,Socit Fran?aise de Casinos,SFCA,SFCA,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Casinos and Gambling,EURONEXT:SFCA,FR0010209809,,stock,1359.54,9068070.5227,USD,Consumer Services,Movies/Entertainment,True,EURONEXT,France,EUR,1.07119,0.090680705227,1.4563256526e-05,0.0002,欧洲,True,EURONEXT:SFCA,SOC FRANC CASINOS,,,,Socit Fran?aise de Casinos,,消费,可选消费,电影娱乐,法国,0.0,,,,,,,
IT0004712375,IT0004712375-MTAA,Salvatore Ferragamo,SFER,SFER,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Clothing and Accessories,MIL:SFER,IT0004712375,salvatore-ferragamo,stock,2155974.24,1648904619.5212,USD,Consumer Non-Durables,Apparel/Footwear,True,MIL,Italy,EUR,1.07119,16.489046195211998,0.023094580461456,0.0014,欧洲,True,MIL:SFER,SALVATORE FERRAGAMO,,,,Salvatore Ferragamo,,消费,日常消费,服装鞋类,意大利,0.0165954460462958,MTAA,EUR,9.425,3.4,15:33 CEST26 Apr 2024,9.115,25 Apr 2024
IT0004604762,IT0004604762-MTAA,Safilo Group,SFL,SFL,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Clothing and Accessories,MIL:SFL,IT0004604762,safilo,stock,319534.16799999995,489121133.2917,USD,Health Technology,Medical Specialties,True,MIL,Italy,EUR,1.07119,4.891211332917,0.0034228180541991,0.0007,欧洲,True,MIL:SFL,SAFILO,,,,Safilo Group,,医药,医疗,医疗器械,意大利,0.0025338025733261,MTAA,EUR,1.136,3.09,15:33 CEST26 Apr 2024,1.102,25 Apr 2024
FR0004155000,FR0004155000-XPAR,Groupe SFPI,SFPI,SFPI,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Publishing,EURONEXT:SFPI,FR0004155000,groupe-sfpi,stock,500.08,189912263.6539,USD,Producer Manufacturing,Building Products,True,EURONEXT,France,EUR,1.07119,1.899122636539,5.356806952000001e-06,0.0,欧洲,True,EURONEXT:SFPI,GROUPE SFPI,,,,Groupe SFPI,,制造业,建筑业,建筑产品,法国,3.927572566882305e-07,XPAR,EUR,1.91,2.14,15:24 CEST26 Apr 2024,1.87,25 Apr 2024
IT0001469953,IT0001469953-MTAA,Acotel Group,SFT,SFT,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Telecommunications Services,MIL:SFT,IT0001469953,softlab-spa,stock,23566.2,6641050.3009,USD,Technology Services,Packaged Software,True,MIL,Italy,EUR,1.07119,0.066410503009,0.00025243877778,0.0038,欧洲,True,MIL:SFT,SOFTLAB,,,,Acotel Group,,科技,IT技术,软件开发,意大利,0.0005960194975389,,,,,,,
IT0001029492,IT0001029492-MTAA,Saes Getters,SG,SG,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Electrical Components,MIL:SG,IT0001029492,saes-getters-spa,stock,10274755.65,528691719.0161,USD,Producer Manufacturing,Metal Fabrication,True,MIL,Italy,EUR,1.07119,5.286917190161,0.1100621550472349,0.0208,欧洲,True,MIL:SG,SAES GETTERS,,,,Saes Getters,,制造业,机械,金属加工,意大利,0.0056444203539032,MTAA,EUR,38.10,-0.39,15:32 CEST26 Apr 2024,38.25,25 Apr 2024
IT0000076536,IT0000076536-MTAA,Sogefi,SGF,SGF,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Auto Parts,MIL:SGF,IT0000076536,sogefi,stock,583448.5599999999,365943594.0764,USD,Producer Manufacturing,Auto Parts: OEM,True,MIL,Italy,EUR,1.07119,3.659435940764,0.006249842629864,0.0017,欧洲,True,MIL:SGF,SOGEFI,,,,Sogefi,,制造业,汽车,汽车零部件,意大利,0.0042501046605473,MTAA,EUR,2.965,2.6,15:31 CEST26 Apr 2024,2.89,25 Apr 2024
FR0000125007,FR0000125007-XPAR,圣戈班,SGO,SGO,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Building Materials: Other,EURONEXT:SGO,FR0000125007,saint-gobain,stock,68858694.02,37854936429.0023,USD,Producer Manufacturing,Building Products,True,EURONEXT,France,EUR,1.07119,378.54936429002294,0.737607444472838,0.0019,欧洲,,,,,,圣戈班,Saint-Gobain,,制造业,建筑业,建筑产品,法国,0.6797726060690993,"XPAR, XAMS, XBRU",EUR,74.68,6.08,15:33 CEST26 Apr 2024,70.40,25 Apr 2024
IT0001037081,IT0001037081-MTAA,Saes Getters,SGR,SGR,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Electrical Components,,,,,,,,,,,,,,,,,,,,,,,,,Saes Getters,,,,,,,,,,,,,
GB00BP6MXD84,GB00BP6MXD84-XAMS,(壳牌),SHELL,SHELL,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Integrated Oil and Gas,EURONEXT:SHELL,GB00BP6MXD84,shell,stock,102269639.965,231242893811.64896,USD,Energy Minerals,Integrated Oil,False,EURONEXT,United Kingdom,EUR,1.07119,2312.4289381164895,1.0955021563410836,0.0005,欧洲,False,LSE:SHEL,SHELL,,,,SHELL PLC,壳牌,资源,能源,石油,荷兰,0.0038477794191833,XAMS,EUR,34.135,0.28,15:34 CEST26 Apr 2024,34.04,25 Apr 2024
GG00BQZCBZ44,GG00BQZCBZ44-XBRU,SHURGARD,SHUR,SHUR,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,CX,Real Estate Holding and Development,EURONEXT:SHUR,GG00BQZCBZ44,shurgard,fund,602408.3,3869030147.9986,USD,Finance,Real Estate Development,True,EURONEXT,Luxembourg,EUR,1.07119,38.690301479986,0.00645293746877,0.0002,欧洲,,,,,,,SHURGARD,,金融,房地产,房地产开发,比利时,0.0011214045162652,XBRU,EUR,37.70,1.48,15:20 CEST26 Apr 2024,37.15,25 Apr 2024
DE0007236101,DE0007236101-TNLB,Siemens AG,SIA,SIA,D,EUR,320,EBR,TNLB,Euronext Brussels,belgium,False,R,,Diversified Industrials,,,,,,,,,,,,,,,,,,,,,,,,,Siemens AG,,,,,,,,,,,,,
NL0011660485,NL0011660485-XAMS,Sif Holding,SIFG,SIFG,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Renewable Energy Equipment,EURONEXT:SIFG,NL0011660485,sif-holding,stock,70184.9,327027425.0775,USD,Producer Manufacturing,Building Products,True,EURONEXT,Netherlands,EUR,1.07119,3.270274250775,0.00075181363031,0.0002,欧洲,True,EURONEXT:SIFG,SIF HOLDING,,,,Sif Holding,,制造业,建筑业,建筑产品,荷兰,0.0001289378206658,XAMS,EUR,10.10,-0.98,14:30 CEST26 Apr 2024,10.20,25 Apr 2024
FR0013183985,FR0013183985-XPAR,Gensight Biologics SA,SIGHT,SIGHT,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Biotechnology,EURONEXT:SIGHT,FR0013183985,gensight-biologics,stock,2938.4159999999997,35104222.2789,USD,Health Technology,Pharmaceuticals: Major,True,EURONEXT,France,EUR,1.07119,0.351042222789,3.14760183504e-05,0.0001,欧洲,True,EURONEXT:SIGHT,GENSIGHT BIOLOGICS,,,,Gensight Biologics SA,,医药,制药,主要制药,法国,4.442681917440907e-06,XPAR,EUR,0.4155,-0.6,15:03 CEST26 Apr 2024,0.418,25 Apr 2024
FR0000074122,FR0000074122-XPAR,Socit Informatique Industrielle,SII,SII,C,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,CX,Computer Services,,,,,,,,,,,,,,,,,,,,,,,,,Socit Informatique Industrielle,,,,,,,,,,,,,
BE0003898187,BE0003898187-XBRU,Sipef,SIP,SIP,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Farming/Fishing/Ranching and Plantations,EURONEXT:SIP,BE0003898187,sipef,stock,64240.8,632607591.0018,USD,Process Industries,Agricultural Commodities/Milling,True,EURONEXT,Belgium,EUR,1.07119,6.326075910017999,0.0006881410255199,0.0001,欧洲,True,EURONEXT:SIP,SIPEF,,,,Sipef,,制造业,化工,农产品,比利时,1.6749976511385e-05,XBRU,EUR,56.80,0.35,15:29 CEST26 Apr 2024,56.60,25 Apr 2024
IT0005262149,IT0005262149-MTAA,SIT,SIT,SIT,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Building Materials: Other,MIL:SIT,IT0005262149,,stock,51137.07,47074866.6782,USD,Producer Manufacturing,Industrial Machinery,True,MIL,Italy,EUR,1.07119,0.470748666782,0.000547775180133,0.0012,欧洲,True,MIL:SIT,SIT,,,,SIT,,制造业,机械,机械加工设备,意大利,0.0006152137392863,MTAA,EUR,1.73,-2.26,13:26 CEST26 Apr 2024,1.77,25 Apr 2024
FR0000121709,FR0000121709-XPAR,SEB,SK,SK,B,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Household Equipment and Products,EURONEXT:SK,FR0000121709,s-e-b,stock,2856527.0,6576753482.4428,USD,Consumer Durables,Electronics/Appliances,True,EURONEXT,France,EUR,1.07119,65.767534824428,0.0305988315713,0.0005,欧洲,True,EURONEXT:SK,S.E.B.,,,,SEB,,消费,可选消费,电子电器,法国,0.0055008981020022,XPAR,EUR,113.00,1.62,15:33 CEST26 Apr 2024,111.20,25 Apr 2024
IT0003549422,IT0003549422-MTAA,Sanlorenzo,SL,SL,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Recreational Vehicles and Boats,MIL:SL,IT0003549422,sanlorenzo,stock,148311.80000000002,1526356419.4508,USD,Consumer Durables,Recreational Products,True,MIL,Italy,EUR,1.07119,15.263564194508,0.00158870117042,0.0001,欧洲,True,MIL:SL,SANLORENZO,,,,Sanlorenzo,,消费,可选消费,休闲产品,意大利,1.57578133079842e-05,MTAA,EUR,40.55,-0.37,15:28 CEST26 Apr 2024,40.70,25 Apr 2024
AN8068571086,AN8068571086-XPAR,(斯伦贝谢),SLB,SLB,C,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,CX,Oil Equipment and Services,EURONEXT:SLB,AN8068571086,schlumberger,stock,106006.65,70666457314.0,USD,Industrial Services,Contract Drilling,False,EURONEXT,United States,EUR,1.07119,706.66457314,0.001135532634135,0.0,欧洲,False,NYSE:SLB,Schlumberger N.V.,,,,Schlumberger,斯伦贝谢,资源,能源,合同钻井,法国,4.527261402530647e-06,XPAR,EUR,46.20,0.76,15:33 CEST26 Apr 2024,45.85,25 Apr 2024
PTSLB0AM0010,PTSLB0AM0010-XLIS,Benfica,SLBEN,SLBEN,D,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,False,R,,Recreational Services,EURONEXT:SLBEN,PTSLB0AM0010,benfica-sad,stock,851.64,72535975.0727,USD,Consumer Services,Movies/Entertainment,True,EURONEXT,Portugal,EUR,1.07119,0.725359750727,9.122682516e-06,0.0,欧洲,True,EURONEXT:SLBEN,BENFICA SAD,,,,Benfica,,消费,可选消费,电影娱乐,葡萄牙,2.177638898431024e-05,,,,,,,
NL0000817179,NL0000817179-XAMS,Sligro Food Group,SLIGR,SLIGR,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,CX,Food Retailers and Wholesalers,EURONEXT:SLIGR,NL0000817179,sligro-food-group-n-v,stock,84569.52,667461345.3396,USD,Consumer Services,Restaurants,True,EURONEXT,Netherlands,EUR,1.07119,6.674613453396,0.000905900241288,0.0001,欧洲,True,EURONEXT:SLIGR,SLIGRO FOOD,,,,Sligro Food Group,,消费,可选消费,餐厅,荷兰,9.978876104015696e-05,XAMS,EUR,14.18,0.85,14:53 CEST26 Apr 2024,14.06,25 Apr 2024
BE0974323553,BE0974323553-XBRU,Smartphoto Group,SMAR,SMAR,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Photography,EURONEXT:SMAR,BE0974323553,smartphoto,stock,5663.900000000001,108407003.0015,USD,Retail Trade,Specialty Stores,True,EURONEXT,Belgium,EUR,1.07119,1.084070030015,6.0671130410000014e-05,0.0001,欧洲,True,EURONEXT:SMAR,SMARTPHOTO,,,,Smartphoto Group,,消费,零售,专卖店,比利时,2.7712657747249363e-06,XBRU,EUR,27.10,0.37,11:38 CEST26 Apr 2024,27.00,25 Apr 2024
FR0013214145,FR0013214145-XPAR,SMCP SA,SMCP,SMCP,C,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Clothing and Accessories,EURONEXT:SMCP,FR0013214145,smcp,stock,93444.75,181656676.4925,USD,Retail Trade,Apparel/Footwear Retail,True,EURONEXT,France,EUR,1.07119,1.816566764925,0.001000970817525,0.0006,欧洲,True,EURONEXT:SMCP,SMCP,,,,SMCP SA,,消费,零售,服装鞋类,法国,1.5412443399857677e-05,XPAR,EUR,2.27,1.11,15:22 CEST26 Apr 2024,2.245,25 Apr 2024
PTSNC0AM0006,PTSNC0AM0006-XLIS,Sonaecom,SNC,SNC,D,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,False,R,,Telecommunications Services,EURONEXT:SNC,PTSNC0AM0006,sonaecom-sgps,stock,2710.0,819996130.5289,USD,Technology Services,Information Technology Services,True,EURONEXT,Portugal,EUR,1.07119,8.199961305289,2.9029249000000004e-05,0.0,欧洲,True,EURONEXT:SNC,SONAECOM,,,,Sonaecom,,科技,IT技术,信息技术,葡萄牙,0.0,,,,,,,
PTSNG0AM0007,PTSNG0AM0007-ENXL,SONAGI,SNG,SNG,D,EUR,560,ELI,ENXL,Euronext Lisbon,portugal,False,R,,Real Estate Holding and Development,EURONEXT:SNG,PTSNG0AM0007,sonagi,stock,665.0,7508900.0,USD,Finance,Real Estate Development,True,EURONEXT,Portugal,EUR,1.07119,0.075089,7.1234135000000005e-06,0.0001,欧洲,True,EURONEXT:SNG,SONAGI,,,,SONAGI,,金融,房地产,房地产开发,葡萄牙,0.0,,,,,,,
NL0010627865,NL0010627865-XAMS,SnowWorld,SNOW,SNOW,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,SnowWorld,,,,,,,,,,,,,
BE0003717312,BE0003717312-XBRU,Sofina,SOF,SOF,C,EUR,320,EBR,XBRU,Euronext Brussels,belgium,True,R,,Asset Managers and Custodians,EURONEXT:SOF,BE0003717312,sofina,stock,1957017.6,7780798820.1242,USD,Finance,Investment Managers,True,EURONEXT,Belgium,EUR,1.07119,77.807988201242,0.02096337682944,0.0003,欧洲,True,EURONEXT:SOF,SOFINA,,,,Sofina,,金融,资产管理,投资经理,比利时,0.0045202561522164,XBRU,EUR,219.40,1.95,15:30 CEST26 Apr 2024,215.20,25 Apr 2024
BE0003773877,BE0003773877-ALXB,Softimat,SOFT,SOFT,D,EUR,320,EBR,ALXB,Euronext Brussels,belgium,False,R,,Computer Services,EURONEXT:SOFT,BE0003773877,softimat,stock,5916.0,4859649.5919,USD,Finance,Real Estate Development,True,EURONEXT,Belgium,EUR,1.07119,0.048596495919,6.337160040000001e-05,0.0013,欧洲,True,EURONEXT:SOFT,SOFTIMAT,,,,Softimat,,金融,房地产,房地产开发,比利时,0.0003401316167051,,,,,,,
FR0013227113,FR0013227113-XPAR,Soitec SA,SOI,SOI,B,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,,Semiconductors,EURONEXT:SOI,FR0013227113,soitec,stock,3497822.25,3391812109.0418,USD,Electronic Technology,Semiconductors,True,EURONEXT,France,EUR,1.07119,33.918121090418,0.037468322159775,0.0011,欧洲,True,EURONEXT:SOI,SOITEC,SOI,Semiconductors,,Soitec SA,,科技,电子,半导体,法国,0.0243745799613573,XPAR,EUR,91.50,3.33,15:33 CEST26 Apr 2024,88.55,25 Apr 2024
IT0001206769,IT0001206769-MTAA,SOL,SOL,SOL,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Specialty Chemicals,MIL:SOL,IT0001206769,sol,stock,381080.0,3371233323.8991,USD,Process Industries,Chemicals: Specialty,True,MIL,Italy,EUR,1.07119,33.712333238991,0.004082090852,0.0001,欧洲,True,MIL:SOL,SOL,,,,SOL,,制造业,化工,特殊化学品,意大利,0.000396326553215,MTAA,EUR,35.10,1.3,15:20 CEST26 Apr 2024,34.65,25 Apr 2024
BE0003470755,BE0003470755-XBRU,索尔维集团,SOLB,SOLB,A,EUR,320,EBR,XBRU,Euronext Brussels,belgium,True,R,CX,Chemicals: Diversified,EURONEXT:SOLB,BE0003470755,solvay,stock,2906021.57,3292072605.7109,USD,Process Industries,Chemicals: Specialty,True,EURONEXT,Belgium,EUR,1.07119,32.920726057109,0.031129012455683,0.0009,欧洲,True,EURONEXT:SOLB,SOLVAY,,,索尔维集团,Solvay,,制造业,化工,特殊化学品,比利时,0.0154305830698794,"XBRU, XPAR",EUR,30.66,3.06,15:33 CEST26 Apr 2024,29.75,25 Apr 2024
IT0005329815,IT0005329815-MTAA,Somec,SOM,SOM,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Building Materials: Other,MIL:SOM,IT0005329815,,stock,31914.4,105103146.0,USD,Consumer Durables,Home Furnishings,True,MIL,Italy,EUR,1.07119,1.05103146,0.00034186386136,0.0003,欧洲,True,MIL:SOM,SOMEC,,,,Somec,,消费,可选消费,家居摆设,意大利,0.0002797613935539,MTAA,EUR,13.90,-2.11,14:40 CEST26 Apr 2024,14.20,25 Apr 2024
PTSON0AM0001,PTSON0AM0001-XLIS,Sonae,SON,SON,B,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,False,R,CX,Food Retailers and Wholesalers,EURONEXT:SON,PTSON0AM0001,sonae,stock,1339312.044,2012385250.4169,USD,Technology Services,Information Technology Services,True,EURONEXT,Portugal,EUR,1.07119,20.123852504169,0.0143465766841236,0.0007,欧洲,True,EURONEXT:SON,SONAE,,,,Sonae,,科技,IT技术,信息技术,葡萄牙,0.0,,,,,,,
FR0000050809,FR0000050809-XPAR,Sopra Steria Group,SOP,SOP,B,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Computer Services,EURONEXT:SOP,FR0000050809,sopra-steria-group,stock,3027340.8,4651373307.1035,USD,Technology Services,Information Technology Services,True,EURONEXT,France,EUR,1.07119,46.513733071035006,0.03242857191552,0.0007,欧洲,True,EURONEXT:SOP,SOPRA STERIA,,,,Sopra Steria Group,,科技,IT技术,信息技术,法国,0.0039744198505534,XPAR,EUR,211.00,-1.31,15:33 CEST26 Apr 2024,213.80,25 Apr 2024
BE0003798155,BE0003798155-XBRU,Spadel,SPA,SPA,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Soft Drinks,EURONEXT:SPA,BE0003798155,spadel,stock,6400.0,712332887.2905,USD,Consumer Non-Durables,Beverages: Non-Alcoholic,True,EURONEXT,Belgium,EUR,1.07119,7.123328872905001,6.855616000000001e-05,0.0,欧洲,True,EURONEXT:SPA,SPADEL,,,,Spadel,,消费,食品饮料,饮料,比利时,0.0,XBRU,EUR,160.00,0,11:30 CEST26 Apr 2024,160.00,25 Apr 2024
FR0000053944,FR0000053944-XPAR,Foncire Volta,SPEL,SPEL,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Real Estate Holding and Development,EURONEXT:SPEL,FR0000053944,fonciere-volta,stock,90.0,84025752.7341,USD,Finance,Real Estate Development,True,EURONEXT,France,EUR,1.07119,0.840257527341,9.64071e-07,0.0,欧洲,True,EURONEXT:SPEL,FONCIERE VOLTA,,,,Foncire Volta,,金融,房地产,房地产开发,法国,3.4701845260179175e-06,XPAR,EUR,7.50,5.63,11:30 CEST26 Apr 2024,7.10,25 Apr 2024
FR0012757854,FR0012757854-XPAR,Spie,SPIE,SPIE,B,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Engineering and Contracting Services,EURONEXT:SPIE,FR0012757854,spie,stock,1369917.36,6123213719.117,USD,Industrial Services,Engineering & Construction,True,EURONEXT,France,EUR,1.07119,61.23213719117,0.014674417768584,0.0002,欧洲,True,EURONEXT:SPIE,SPIE,,,,Spie,,制造业,建筑业,建筑工程,法国,0.0004211031816642,XPAR,EUR,34.08,-0.35,15:33 CEST26 Apr 2024,34.20,25 Apr 2024
IT0005495657,IT0005495657-MTAA,SAIPEM,SPM,SPM,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Oil Equipment and Services,MIL:SPM,IT0005495657,saipem,stock,34410431.382,4547535808.7252,USD,Industrial Services,Engineering & Construction,True,MIL,Italy,EUR,1.07119,45.475358087252,0.3686010999208458,0.0081,欧洲,True,MIL:SPM,SAIPEM,,,,SAIPEM,,制造业,建筑业,建筑工程,意大利,0.1472180917298695,MTAA,EUR,2.209,3.08,15:33 CEST26 Apr 2024,2.143,25 Apr 2024
NL0015000NM7,NL0015000NM7-XAMS,SPR1 ORD SHARES,SPR1,SPR1,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Open End and Miscellaneous Investment Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,SPR1 ORD SHARES,,,,,,,,,,,,,
FR0011289040,FR0011289040-XPAR,Sqli SA,SQI,SQI,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Consumer Digital Services,EURONEXT:SQI,FR0011289040,sqli,stock,8306.99961,210623952.0358,USD,Technology Services,Information Technology Services,True,EURONEXT,France,EUR,1.07119,2.106239520358,8.898374912235902e-05,0.0,欧洲,True,EURONEXT:SQI,SQLI,,,,Sqli SA,,科技,IT技术,信息技术,法国,4.989214578527873e-06,,,,,,,
IT0003153415,IT0003153415-MTAA,SNAM,SRG,SRG,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Pipelines,MIL:SRG,IT0003153415,snam,stock,8210420.855,15363222649.9904,USD,Utilities,Gas Distributors,True,MIL,Italy,EUR,1.07119,153.632226499904,0.0879492071566745,0.0006,欧洲,True,MIL:SRG,SNAM,,,,SNAM,,公用事业,燃气,燃气,意大利,0.0014503675871231,MTAA,EUR,4.296,0.54,15:33 CEST26 Apr 2024,4.273,25 Apr 2024
IT0003814537,IT0003814537-MTAA,Servizi Italia,SRI,SRI,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Professional Business Support Services,MIL:SRI,IT0003814537,servizi-italia-spa,stock,46041.1,58879004.4381,USD,Commercial Services,Miscellaneous Commercial Services,True,MIL,Italy,EUR,1.07119,0.588790044381,0.00049318765909,0.0008,欧洲,True,MIL:SRI,SERVIZI ITALIA,,,,Servizi Italia,,消费,商业服务,综合商业,意大利,5.27244535455327e-05,MTAA,EUR,1.82,-0.82,15:26 CEST26 Apr 2024,1.835,25 Apr 2024
FR0013006558,FR0013006558-XPAR,SRP Groupe SA,SRP,SRP,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Apparel Retailers,EURONEXT:SRP,FR0013006558,showroomprive,stock,36857.6,128127120.7571,USD,Retail Trade,Internet Retail,True,EURONEXT,France,EUR,1.07119,1.281271207571,0.00039481492544,0.0003,欧洲,True,EURONEXT:SRP,SHOWROOMPRIVE,,,,SRP Groupe SA,,科技,IT技术,网络零售,法国,0.0006360546744551,XPAR,EUR,1.04,3.48,15:24 CEST26 Apr 2024,1.005,25 Apr 2024
IT0000433307,IT0000433307-MTAA,萨拉斯石油,SRS,SRS,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Oil Refining and Marketing,MIL:SRS,IT0000433307,saras,stock,867311.1499999999,1788137481.6854,USD,Energy Minerals,Oil Refining/Marketing,True,MIL,Italy,EUR,1.07119,17.881374816854,0.0092905503076849,0.0005,欧洲,True,MIL:SRS,SARAS,,,萨拉斯石油,Saras,,资源,能源,炼油,意大利,0.0001145167020196,MTAA,EUR,1.777,0.4,15:33 CEST26 Apr 2024,1.77,25 Apr 2024
IT0003621783,IT0003621783-MTAA,SS Lazio,SSL,SSL,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Recreational Services,MIL:SSL,IT0003621783,crypto/XTVCLAZIO,stock,2932.6600000000003,47231295.3011,USD,Consumer Services,Movies/Entertainment,True,MIL,Italy,EUR,1.07119,0.472312953011,3.1414360654000006e-05,0.0001,欧洲,True,MIL:SSL,S.S. LAZIO,,,,SS Lazio,,消费,可选消费,电影娱乐,意大利,2.5942972504183205e-05,MTAA,EUR,0.662,1.85,13:40 CEST26 Apr 2024,0.65,25 Apr 2024
