,0,1,2,3,4,5,6,7,8,9,10,11
622,IT0001044996-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
623,IT0005394413-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
624,FR0013088606-ALXP,50,Industrials,5020,Industrial Goods and Services,502010,Aerospace and Defense,50201010,Aerospace,,,
625,FR0014007951-ALXP,50,Industrials,5020,Industrial Goods and Services,502010,Aerospace and Defense,50201010,Aerospace,,,
626,CH1216478797-XAMS,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
627,FR0000052920-XMLI,55,Basic Materials,5510,Basic Resources,551020,Industrial Metals and Mining,55102035,Aluminum,,,
628,LU0881232630-XMLI,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101010,Oil: Crude Producers,,
629,FR0014004339-ALXP,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
630,IT0005391229-EXGM,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
631,DE000ENAG999-BGEM,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102000,Multi-utilities,,
632,DE000ENAG999-MTAH,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102000,Multi-utilities,,
633,DE000ENAG999-TNLB,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102000,Multi-utilities,,
634,NO0010607781-XOAS,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
635,NL0000345627-XAMS,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
636,HK0000038783-XMLI,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
637,FR0007200100-XMLI,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102030,Water,,
638,FR0010536185-XMLI,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
639,NL0015000CZ2-XAMS,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206015,Commercial Vehicles and Parts,,,
640,NO0010939804-MERK,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
641,DE000A0XYM45-XMLI,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
642,IT0005543332-EXGM,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
643,FR0013534617-ALXP,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201010,Food Retailers and Wholesalers,
644,BE0974313455-XBRU,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
645,FR0011490648-ALXP,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
646,IT0005001943-EXGM,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
647,NO0010998529-XOSL,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101015,Engineering and Contracting Services,,,
648,FR0010908533-XPAR,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205015,Transaction Processing Services,,,
649,IT0005351504-ALXP,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101010,Construction,,,
650,IT0005351504-EXGM,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101010,Construction,,,
651,IT0003372205-MTAA,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102000,Multi-utilities,,
652,FR0000052755-XMLI,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
653,PTEDP0AM0009-XLIS,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
654,ES0127797019-XLIS,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
655,FR0010882886-XMLI,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
656,FR0010439265-XMLI,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
657,IT0001498234-MTAA,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102015,Electronic Components,,,
658,FR0010945733-XMLI,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
659,FR0000072373-ALXP,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
660,NL0015000K10-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
661,NL0015000K02-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
662,NL0015000K28-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
663,NO0010263023-XOSL,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
664,FR0000130452-XPAR,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101010,Construction,,,
665,FR0011466069-XPAR,15,Telecommunications,1510,Telecommunications,151010,Telecommunications Equipment,15101010,Telecommunications Equipment,,,
666,BE0974380124-XBRU,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102030,Water,,
667,IT0005453250-MTAA,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
668,FR0000031023-XPAR,65,Utilities,6510,Utilities,651010,Electricity,65101015,Conventional Electricity,,,
669,FR0000035719-XPAR,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
670,NO0010358484-XOSL,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
671,NO0010911902-MERK,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401030,Specialty Retailers,,,
672,IT0005373417-EXGM,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102010,Semiconductors,,,
673,BE0003822393-XBRU,65,Utilities,6510,Utilities,651010,Electricity,65101015,Conventional Electricity,,,
674,IT0003404214-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202020,Household Appliance,,,
675,IT0005524423-EXGM,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401020,Apparel Retailers,,,
676,FR0011950732-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402010,Consumer Services ,40201060,Vending and Catering Service,,,
677,FR0012435121-XPAR,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205010,Industrial Suppliers,,,
678,NO0010816093-XOSL,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
679,NO0010722283-XOSL,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
680,NO0010815673-XOSL,65,Utilities,6510,Utilities,651010,Electricity,65101015,Conventional Electricity,,,
681,NO0011002586-XOSL,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203030,Containers and Packaging,,,
682,IT0001237053-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202025,Household Equipment and Products,,,
683,ES0105639001-XMLI,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202040,Electronic Equipment: Other,,,
684,BE0003849669-VPXB,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203050,Recreational Products,,,
685,FR0013356755-ALXP,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401030,Specialty Retailers,,,
686,IT0005176406-MTAA,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206060,Transportation Services,,,
687,FR0004030708-ALXP,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
688,NO0012555459-XOSL,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203000,Diversified Industrials,,,
689,IT0003128367-MTAH,65,Utilities,6510,Utilities,651010,Electricity,65101015,Conventional Electricity,,,
690,IT0003128367-MTAA,65,Utilities,6510,Utilities,651010,Electricity,65101015,Conventional Electricity,,,
691,FR0013330792-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
692,NO0012697715-MERK,60,Energy,6010,Energy,601020,Alternative Energy,60102010,Alternative Fuels,,,
693,FR0013399359-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
694,IT0005500712-EXGM,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
695,FR0011915339-ALXP,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
696,IT0004887409-EXGM,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
697,IT0004356751-MTAA,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
698,FR0010208488-MTAH,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102000,Multi-utilities,,
699,FR0010208488-XPAR,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102000,Multi-utilities,,
700,FR0010208488-BGEM,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102000,Multi-utilities,,
701,IT0003132476-MTAA,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101000,Integrated Oil and Gas,,
702,IT0003132476-TNLB,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101000,Integrated Oil and Gas,,
703,IT0003132476-MTAH,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101000,Integrated Oil and Gas,,
704,FR001400C2Z4-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
705,FR0014004974-ALXP,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
706,FR001400J9B3-ALXP,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
707,NO0012450008-XOSL,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202040,Electronic Equipment: Other,,,
708,FR0014004362-ALXP,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
709,NL0015000F82-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
710,NL0015000F90-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
711,NL0015000FD2-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
712,NO0010716418-XOSL,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
713,FR0010424697-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
714,FR0000045122-ALXP,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
715,NL0015000GX8-XAMS,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202030,Electronic Equipment: Pollution Control,,,
716,NL0015000GX8-MERK,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202030,Electronic Equipment: Pollution Control,,,
717,FR0010465534-ALXP,60,Energy,6010,Energy,601020,Alternative Energy,60102010,Alternative Fuels,,,
718,KYG3166N1060-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
719,KYG3166N1144-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
720,IT0005519837-EXGM,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
721,IT0005084717-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402010,Consumer Services ,40201070,Consumer Services: Misc.,,,
722,FR0012882389-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
723,NO0010096985-XOSL,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101000,Integrated Oil and Gas,,
724,IT0005312027-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
725,NO0010708605-XOSL,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
726,FR0000131757-XPAR,55,Basic Materials,5510,Basic Resources,551020,Industrial Metals and Mining,55102050,Nonferrous Metals,,,
727,IT0001157020-MTAA,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
728,FR0010211037-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
729,IT0005521247-EXGM,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204050,Machinery: Specialty,,,
730,IT0005337107-EXGM,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
731,IT0005421885-EXGM,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
732,FR0004110310-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
733,FR0000035818-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
734,IT0003850929-MTAA,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102030,Computer Hardware,,,
735,FR0000121667-BGEM,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102015,Medical Supplies,,,
736,FR0000121667-XPAR,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102015,Medical Supplies,,,
737,FR0000120669-XPAR,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101020,Oil Refining and Marketing,,
738,PTESO0AM0000-XLIS,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501020,Casinos and Gambling,,,
739,IT0005468191-EXGM,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
740,IT0004818297-MTAA,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
741,FR0000061475-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102045,Retail REITs,,,
742,FR0010844001-ALXP,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
743,FR0000121121-XPAR,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
744,FR0014009ON9-XPAR,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
745,FR0014009OX8-XPAR,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
746,FR0000054678-XPAR,55,Basic Materials,5510,Basic Resources,551030,Precious Metals and Mining,55103025,Gold Mining,,,
747,FR0014008VX5-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
748,FR0013240934-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
749,GB00B94QM994-XAMS,30,Financials,3020,Financial Services,302040,Closed End Investments,30204000,Closed End Investments,,,
750,NL0015000K93-XAMS,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102045,Retail REITs,,,
751,NL0015000K93-MTAA,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102045,Retail REITs,,,
752,FR0013256518-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
753,FR0014000MR3-XPAR,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102020,Medical Services,,,
754,IT0005527616-MTAA,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205010,Industrial Suppliers,,,
755,FR0010157115-XMLI,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
756,ES0105586004-XMLI,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102000,Diversified REITs,,,
757,FR0000075343-ALXP,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102015,Medical Supplies,,,
758,BE0003816338-XBRU,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
759,NL0006294274-XLIS,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
760,NL0006294274-XPAR,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
761,FR0010490920-ALXP,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
762,FR001400CF13-ALXP,65,Utilities,6510,Utilities,651030,Waste and Disposal Services,65103035,Waste and Disposal Services,,,
763,FR001400GY40-ALXP,65,Utilities,6510,Utilities,651030,Waste and Disposal Services,65103035,Waste and Disposal Services,,,
764,NO0010735343-XOSL,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401010,Diversified Retailers,,,
765,IT0003895668-MTAA,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102030,Computer Hardware,,,
766,FR0010221234-XPAR,15,Telecommunications,1510,Telecommunications,151010,Telecommunications Equipment,15101010,Telecommunications Equipment,,,
767,DK0061414711-MERK,60,Energy,6010,Energy,601020,Alternative Energy,60102010,Alternative Fuels,,,
768,FR0000035784-XPAR,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
769,IT0005430936-EXGM,65,Utilities,6510,Utilities,651010,Electricity,65101015,Conventional Electricity,,,
770,FR0004166197-ALXP,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102030,Computer Hardware,,,
771,DE000EVNK013-BGEM,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201020,Specialty Chemicals,,,
772,BE0003820371-XBRU,15,Telecommunications,1510,Telecommunications,151010,Telecommunications Equipment,15101010,Telecommunications Equipment,,,
773,FR0000064164-ALXP,55,Basic Materials,5510,Basic Resources,551010,Industrial Materials,55101015,Paper,,,
774,NO0010852213-MERK,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
775,FR0000062671-XPAR,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
776,FR0014005DA7-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
777,FR0004527638-XPAR,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204010,Machinery: Agricultural,,,
778,BE0003808251-XBRU,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
779,NL0012059018-XAMS,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
780,IT0004496029-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
781,FR0014003AQ4-XPAR,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
782,IT0001477402-MTAA,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
783,ES0105029005-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
784,IT0005500688-EXGM,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102015,Electronic Components,,,
785,BE0003874915-XBRU,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
786,ES0105553004-XMLI,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
787,IT0005487670-EXGM,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201015,Drug Retailers,
788,PTFNV1AM0002-ENXL,20,Health Care,2010,Health Care,201010,Health Care Providers,20101030,Health Care: Misc.,,,
789,FR0004034593-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
790,NL0013654809-XAMS,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401030,Specialty Retailers,,,
791,FR0000031973-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202025,Household Equipment and Products,,,
792,IE0003290289-XMSM,30,Financials,3030,Insurance,303020,Non-life Insurance,30302010,Full Line Insurance,,,
793,FR0012300424-XMLI,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
794,GB0031477770-XESM,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
795,FR0013451333-XPAR,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501020,Casinos and Gambling,,,
796,IT0005403495-EXGM,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
797,FR0000062101-XPAR,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501020,Casinos and Gambling,,,
798,FR0011271600-XPAR,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201020,Specialty Chemicals,,,
799,NL0011585146-MTAA,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
800,NL0011585146-MTAH,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
801,IT0005383291-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203055,Recreational Vehicles and Boats,,,
802,NL0015001FS8-XAMS,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101015,Engineering and Contracting Services,,,
803,IT0005325912-EXGM,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401025,Home Improvement Retailers,,,
804,IT0001498481-MTAA,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
805,FR0000061418-XPAR,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401010,Diversified Retailers,,,
806,FR0000060535-XPAR,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
807,IT0003365613-MTAA,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
808,FR0011665280-XPAR,50,Industrials,5020,Industrial Goods and Services,502010,Aerospace and Defense,50201010,Aerospace,,,
809,IT0004967292-MTAA,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201030,Nondurable Household Products,
810,FR001400AEM6-ALXP,40,Consumer Discretionary,4030,Media,403010,Media,40301020,Media Agencies,,,
811,FR0000062341-XPAR,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
812,FR0000062507-XPAR,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
813,SN0000033192-XPAR,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
814,FR0000060824-XPAR,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401020,Apparel Retailers,,,
815,IT0005475162-EXGM,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
816,FR0000035123-XPAR,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201010,Food Retailers and Wholesalers,
817,FR0010487272-XMLI,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102030,Water,,
818,IT0001415246-MTAA,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204020,Machinery: Construction and Handling,,,
819,IT0005215329-MTAA,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
820,IT0000072170-MTAA,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
821,IT0000072170-MTAH,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
822,FR0000038184-XPAR,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
823,IT0005252736-EXGM,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
824,CH0120879058-XMLI,30,Financials,3030,Insurance,303020,Non-life Insurance,30302025,Property and Casualty Insurance,,,
825,NL0015000X07-XAMS,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
826,NL0015000H56-XAMS,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
827,FR0000074759-ALXP,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
828,BMG359472021-XOSL,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
829,PTFXD0AM0018-XLIS,30,Financials,3020,Financial Services,302040,Closed End Investments,30204000,Closed End Investments,,,
830,FR001400GO75-ALXP,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201015,Fertilizers,,,
831,BE0003215143-XBRU,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203000,Diversified Industrials,,,
832,BMG3602E1084-XAMS,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
833,BE0003847648-MLXB,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205025,Business Training and Employment Agencies,,,
834,IE00BWT6H894-XMSM,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501020,Casinos and Gambling,,,
835,BE0974265945-XBRU,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101035,Pipelines,,
836,FR0011476928-XPAR,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401030,Specialty Retailers,,,
837,IT0000060886-MTAA,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501015,Travel and Tourism,,,
838,FR0013230067-XMLI,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
839,FR0012419307-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203040,Electronic Entertainment,,,
840,FR0000065930-XPAR,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
841,FR0000038499-XPAR,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201010,Food Retailers and Wholesalers,
842,FR0010341032-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102030,Office REITs,,,
843,FR0000033409-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102030,Office REITs,,,
844,FR0011605617-XMLI,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
845,FR0000053944-XPAR,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
846,US3448491049-TNLB,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401020,Apparel Retailers,,,
847,IT0005203424-EXGM,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
